statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;4_variable_code;4_variable_label;4_variable_attribute_code;4_variable_attribute_label;5_variable_code;5_variable_label;5_variable_attribute_code;5_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF135;Rechtswissenschaft;441;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF126;Pharmazie;8;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF030;Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw);9;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF223;Nautik/Seefahrt;4;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF207;Sorabistik;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF211;Energieverfahrenstechnik;228;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF183;Wirtschafts-/Sozialgeschichte;12;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF010;Arabisch/Arabistik;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF197;Holzbau;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF181;Wirtschaftspädagogik;10;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF172;Verwaltungswissenschaft/-wesen;40;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF184;Wirtschaftswissenschaften;56;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF001;Ägyptologie;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF132;Psychologie;567;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF048;Elektrotechnik/Elektronik;59;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF210;Verkehrswirtschaft;222;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF176;Werkerziehung;1;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF156;Tiermedizin/Veterinärmedizin;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF065;Geologie/Paläontologie;2;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF078;Indologie;1;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF015;Außereurop. Sprachen und Kult. in Ozeanien und Am.;14;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF177;Werkstofftechnik;8;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF118;Technomathematik;71;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF109;Publizistik (ab 2008 zu SF303);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF150;Spanisch;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF177;Werkstofftechnik;138;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF079;Informatik;112;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF090;Lernbereich Geisteswissenschaften;1814;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF147;Sozialkunde;14;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF390;Archäometrie (Ingenieurarchäologie);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF010;Arabisch/Arabistik;21;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF208;Soziale Arbeit;2191;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF255;Archivwesen;43;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF002;Afrikanistik;26;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF010;Arabisch/Arabistik;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF156;Tiermedizin/Veterinärmedizin;1;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF242;Innenarchitektur;93;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF192;Dirigieren;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF134;Raumplanung;83;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF264;Sozialversicherung;1;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF142;Schiffbau/Schiffstechnik;62;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF021;Betriebswirtschaftslehre;876;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF183;Wirtschafts-/Sozialgeschichte;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF271;Deutsch als Fremdsprache oder als Zweitsprache;41;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF057;Luft- und Raumfahrttechnik;1143;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF202;Fertigungs-/Produktionstechnik;3;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF233;Nichtärztliche Heilberufe/Therapien;22;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF052;Erziehungswissenschaft (Pädagogik);1714;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF171;Vermessungswesen (Geodäsie);17;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF103;Markscheidewesen;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF001;Ägyptologie;13;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF280;Kartografie;24;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF213;Versorgungstechnik;72;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF073;Judaistik/Hebräisch;6;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF114;Musikwissenschaft/-geschichte;1;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF241;Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211);-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF221;Bioinformatik;184;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF069;Grafikdesign/Kommunikationsgestaltung;185;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF211;Energieverfahrenstechnik;98;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF225;Textil- und Bekleidungstechnik/-gewerbe;60;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF039;Geowissenschaften allgemein;101;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF024;Europäische Ethnologie und Kulturwissenschaft;4;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF261;Innere Verwaltung;16;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF061;Meliorationswesen;1;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF031;Byzantinistik;2;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF156;Tiermedizin/Veterinärmedizin;161;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF148;Sozialwissenschaften;1196;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF006;Amerikanistik/Amerikakunde;205;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESM;männlich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF048;Elektrotechnik/Elektronik;2811;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATD;Deutsche;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTN;Nichtbestandene Prüfung;BILSF1;Studienfach;SF180;Kaukasistik;-;Anzahl;BIL017;Prüfungen
21321;Statistik der Prüfungen;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;NAT;Nationalität;NATA;Ausländer;GES;Geschlecht;GESW;weiblich;BILBP1;Prüfungsergebnis;PRUEFBESTJ;Bestandene Prüfung;BILSF1;Studienfach;SF042;Wirtschaftsrecht;147;Anzahl;BIL017;Prüfungen
