,acyear,nationality,gender,subj_code,subj_name,stud_count
2966,2018,NATD,GESM,SF310,Regenerative Energien,287
2967,2022,NATA,GESW,SF115,Grundschul-/Primärstufenpädagogik,31
2968,2021,NATD,GESW,SF086,"Katholische Theologie, - Religionslehre",251
2969,2023,NATA,GESW,SF139,Russisch,5
2970,2018,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,626
2971,2023,NATD,GESM,SF054,Film und Fernsehen,95
2972,2020,NATA,GESM,SF081,Iranistik,4
2973,2019,NATD,GESM,SF048,Elektrotechnik/Elektronik,5956
2974,2022,NATA,GESW,SF118,Technomathematik,47
2975,2020,NATA,GESM,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
2976,2020,NATA,GESW,SF169,Ethik,17
2977,2020,NATD,GESM,SF265,Bankwesen,64
2978,2019,NATA,GESW,SF094,Wasserbau,35
2979,2023,NATD,GESW,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),329
2980,2018,NATA,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,16
2981,2019,NATA,GESM,SF114,Musikwissenschaft/-geschichte,56
2982,2019,NATA,GESW,SF104,Maschinenbau/-wesen,702
2983,2020,NATA,GESW,SF023,Bildende Kunst/Grafik,135
2984,2018,NATA,GESW,SF071,Haushalts- und Ernährungswissenschaft,57
2985,2018,NATD,GESW,SF255,Archivwesen,23
2986,2019,NATD,GESM,SF142,Schiffbau/Schiffstechnik,64
2987,2021,NATD,GESM,SF190,Sonderpädagogik,304
2988,2020,NATA,GESW,SF263,Polizei/Verfassungsschutz,6
2989,2023,NATD,GESM,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",22
2990,2021,NATA,GESM,SF162,Caritaswissenschaft,2
2991,2022,NATA,GESM,SF065,Geologie/Paläontologie,15
2992,2021,NATD,GESM,SF200,Computer- und Kommunikationstechniken,453
2993,2018,NATA,GESW,SF227,Weinbau und Kellerwirtschaft,30
2994,2022,NATD,GESM,SF223,Nautik/Seefahrt,86
2995,2019,NATD,GESW,SF132,Psychologie,7525
2996,2020,NATD,GESM,SF025,Biochemie,499
2997,2018,NATA,GESM,SF032,Chemie,617
2998,2021,NATD,GESW,SF181,Wirtschaftspädagogik,447
2999,2023,NATA,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),384
3000,2021,NATD,GESM,SF097,Lebensmitteltechnologie,217
3001,2023,NATD,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
3002,2021,NATA,GESM,SF068,Geschichte,264
3003,2021,NATA,GESW,SF010,Arabisch/Arabistik,20
3004,2022,NATD,GESW,SF457,Umwelttechnik (einschließlich Recycling),246
3005,2018,NATD,GESW,SF016,Baltistik,0
3006,2021,NATD,GESM,SF107,Medizin (Allgemein-Medizin),2636
3007,2018,NATD,GESM,SF119,Niederländisch,11
3008,2023,NATA,GESW,SF234,Pflegewissenschaft/-management,80
3009,2018,NATA,GESM,SF272,Alte Geschichte,5
3010,2020,NATD,GESW,SF300,Biomedizin,195
3011,2021,NATA,GESW,SF156,Tiermedizin/Veterinärmedizin,101
3012,2022,NATD,GESW,SF061,Meliorationswesen,0
3013,2020,NATD,GESW,SF290,Sonstige Fächer,238
3014,2018,NATD,GESW,SF256,Rechtspflege,569
3015,2022,NATD,GESM,SF129,Politikwissenschaft/Politologie,1461
3016,2019,NATD,GESW,SF038,Lateinamerika-Studien,17
3017,2022,NATA,GESW,SF212,Feinwerktechnik,2
3018,2020,NATD,GESW,SF050,Geografie/Erdkunde,1539
3019,2023,NATD,GESM,SF305,Medientechnik,530
3020,2023,NATD,GESW,SF143,Augenoptik,90
3021,2018,NATA,GESM,SF178,Wirtschafts-/Sozialgeografie,3
3022,2018,NATD,GESM,SF213,Versorgungstechnik,361
3023,2020,NATD,GESW,SF206,Polnisch,1
3024,2020,NATD,GESW,SF196,Studienkolleg,0
3025,2021,NATD,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
3026,2022,NATA,GESW,SF117,Ausländerpädagogik,13
3027,2022,NATD,GESM,SF464,Facility Management,212
3028,2019,NATA,GESM,SF019,Orientierungsstudium MINT,0
3029,2020,NATD,GESM,SF264,Sozialversicherung,198
3030,2020,NATD,GESW,SF208,Soziale Arbeit,8850
3031,2020,NATD,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
3032,2019,NATD,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
3033,2019,NATA,GESW,SF105,Mathematik,490
3034,2019,NATA,GESM,SF259,Auswärtige Angelegenheiten,0
3035,2023,NATD,GESW,SF048,Elektrotechnik/Elektronik,609
3036,2020,NATA,GESW,SF024,Europäische Ethnologie und Kulturwissenschaft,97
3037,2022,NATA,GESM,SF316,Elektronische Energietechnik,67
3038,2022,NATA,GESM,SF160,Computerlinguistik,79
3039,2020,NATA,GESW,SF264,Sozialversicherung,19
3040,2023,NATD,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",18
3041,2021,NATA,GESM,SF163,Rhythmik,0
3042,2018,NATA,GESM,SF271,Deutsch als Fremdsprache oder als Zweitsprache,144
3043,2018,NATD,GESW,SF254,Sachunterricht (einschließlich Schulgarten),66
3044,2019,NATD,GESM,SF141,Abfallwirtschaft,10
3045,2019,NATD,GESM,SF287,Neue Medien,96
3046,2022,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,180
3047,2019,NATD,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
3048,2019,NATA,GESW,SF095,Latein,8
3049,2020,NATD,GESM,SF024,Europäische Ethnologie und Kulturwissenschaft,73
3050,2022,NATA,GESM,SF066,Geophysik,21
3051,2018,NATA,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),291
3052,2022,NATD,GESW,SF310,Regenerative Energien,108
3053,2021,NATA,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,319
3054,2023,NATA,GESM,SF149,Soziologie,123
3055,2021,NATD,GESM,SF096,Lebensmittelchemie,101
3056,2018,NATA,GESM,SF177,Werkstofftechnik,275
3057,2019,NATD,GESM,SF380,Mechatronik,1962
3058,2023,NATD,GESM,SF056,Finno-Ugristik,3
3059,2021,NATA,GESW,SF155,Theaterwissenschaft,44
3060,2018,NATD,GESW,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,13
3061,2022,NATD,GESW,SF060,Gartenbau,132
3062,2021,NATD,GESM,SF106,Tanzpädagogik,6
3063,2019,NATD,GESM,SF140,Angewandte Systemwissenschaften,189
3064,2018,NATA,GESM,SF031,Byzantinistik,5
3065,2021,NATD,GESW,SF182,Internationale Betriebswirtschaft/Management,2696
3066,2023,NATA,GESM,SF003,Agrarwissenschaft/Landwirtschaft,329
3067,2022,NATD,GESW,SF216,Glastechnik/Keramik,2
3068,2019,NATA,GESM,SF113,Musikerziehung,39
3069,2020,NATD,GESW,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
3070,2022,NATA,GESW,SF211,Energieverfahrenstechnik,40
3071,2021,NATD,GESW,SF088,Optoelektronik,16
3072,2019,NATD,GESW,SF039,Geowissenschaften allgemein,675
3073,2023,NATA,GESW,SF235,Fahrzeugtechnik,75
3074,2023,NATD,GESM,SF150,Spanisch,88
3075,2020,NATD,GESW,SF207,Sorabistik,2
3076,2020,NATD,GESW,SF197,Holzbau,25
3077,2023,NATD,GESW,SF142,Schiffbau/Schiffstechnik,20
3078,2019,NATA,GESM,SF353,Pflanzenproduktion,7
3079,2020,NATA,GESM,SF080,Instrumentalmusik,273
3080,2020,NATD,GESW,SF209,Tschechisch,3
3081,2018,NATD,GESW,SF209,Tschechisch,2
3082,2022,NATD,GESW,SF024,Europäische Ethnologie und Kulturwissenschaft,241
3083,2020,NATD,GESW,SF199,Lernbereich Technik,41
3084,2018,NATD,GESW,SF199,Lernbereich Technik,51
3085,2018,NATA,GESW,SF123,Ingenieurinformatik/Technische Informatik,148
3086,2023,NATA,GESW,SF183,Wirtschafts-/Sozialgeschichte,10
3087,2023,NATD,GESW,SF003,Agrarwissenschaft/Landwirtschaft,799
3088,2020,NATA,GESW,SF123,Ingenieurinformatik/Technische Informatik,145
3089,2022,NATD,GESW,SF264,Sozialversicherung,505
3090,2018,NATD,GESW,SF053,"Evangelische Theologie, - Religionslehre",728
3091,2021,NATD,GESM,SF144,Technische Kybernetik,39
3092,2023,NATD,GESM,SF390,Archäometrie (Ingenieurarchäologie),1
3093,2018,NATA,GESW,SF269,Zoll- und Steuerverwaltung,9
3094,2020,NATD,GESM,SF165,Orchestermusik,28
3095,2018,NATA,GESM,SF235,Fahrzeugtechnik,479
3096,2021,NATD,GESW,SF080,Instrumentalmusik,106
3097,2019,NATA,GESW,SF390,Archäometrie (Ingenieurarchäologie),0
3098,2023,NATA,GESW,SF089,Verkehrsingenieurwesen,51
3099,2021,NATA,GESW,SF150,Spanisch,136
3100,2018,NATA,GESW,SF029,Sportwissenschaft,109
3101,2019,NATA,GESW,SF150,Spanisch,150
3102,2019,NATD,GESM,SF144,Technische Kybernetik,50
3103,2018,NATD,GESM,SF165,Orchestermusik,41
3104,2022,NATA,GESM,SF361,Schulpädagogik,7
3105,2023,NATD,GESW,SF149,Soziologie,1636
3106,2022,NATD,GESM,SF077,Wasserwirtschaft,45
3107,2021,NATD,GESW,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
3108,2021,NATA,GESW,SF056,Finno-Ugristik,3
3109,2022,NATA,GESW,SF156,Tiermedizin/Veterinärmedizin,98
3110,2019,NATA,GESW,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3111,2023,NATD,GESM,SF057,Luft- und Raumfahrttechnik,587
3112,2022,NATA,GESM,SF268,Verkehrswesen,0
3113,2022,NATD,GESM,SF171,Vermessungswesen (Geodäsie),443
3114,2022,NATA,GESM,SF122,"Orientalistik, Altorientalistik",23
3115,2023,NATA,GESM,SF090,Lernbereich Geisteswissenschaften,8
3116,2020,NATD,GESW,SF302,Medienwissenschaft,1148
3117,2019,NATD,GESW,SF080,Instrumentalmusik,134
3118,2022,NATD,GESW,SF263,Polizei/Verfassungsschutz,1973
3119,2020,NATA,GESW,SF029,Sportwissenschaft,122
3120,2018,NATD,GESW,SF303,Kommunikationswissenschaft/Publizistik,1759
3121,2020,NATD,GESW,SF292,Islamische Studien/Islamische Theologie,55
3122,2021,NATA,GESM,SF213,Versorgungstechnik,89
3123,2018,NATA,GESW,SF122,"Orientalistik, Altorientalistik",25
3124,2023,NATA,GESM,SF006,Amerikanistik/Amerikakunde,116
3125,2019,NATA,GESW,SF057,Luft- und Raumfahrttechnik,43
3126,2023,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,2543
3127,2023,NATD,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3128,2020,NATA,GESW,SF269,Zoll- und Steuerverwaltung,12
3129,2020,NATA,GESM,SF235,Fahrzeugtechnik,393
3130,2020,NATD,GESW,SF052,Erziehungswissenschaft (Pädagogik),5921
3131,2022,NATA,GESM,SF028,Brauwesen/Getränketechnologie,4
3132,2021,NATA,GESM,SF215,Gesundheitstechnik,304
3133,2018,NATA,GESW,SF124,Ozeanografie,3
3134,2023,NATA,GESW,SF184,Wirtschaftswissenschaften,1750
3135,2018,NATD,GESM,SF166,Sportmanagement/Sportökonomie,531
3136,2020,NATA,GESW,SF124,Ozeanografie,4
3137,2023,NATD,GESW,SF148,Sozialwissenschaften,1300
3138,2018,NATD,GESW,SF208,Soziale Arbeit,7756
3139,2020,NATD,GESW,SF054,Film und Fernsehen,124
3140,2018,NATD,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
3141,2022,NATD,GESW,SF169,Ethik,41
3142,2019,NATA,GESM,SF213,Versorgungstechnik,47
3143,2020,NATD,GESM,SF164,Jazz und Popularmusik,76
3144,2018,NATA,GESM,SF234,Pflegewissenschaft/-management,23
3145,2023,NATD,GESW,SF002,Afrikanistik,105
3146,2018,NATD,GESW,SF052,Erziehungswissenschaft (Pädagogik),6038
3147,2022,NATD,GESW,SF023,Bildende Kunst/Grafik,129
3148,2019,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),362
3149,2021,NATD,GESM,SF143,Augenoptik,35
3150,2018,NATD,GESM,SF260,Bundeswehrverwaltung,27
3151,2021,NATD,GESW,SF081,Iranistik,6
3152,2019,NATA,GESM,SF119,Niederländisch,4
3153,2018,NATD,GESM,SF020,Bergbau/Bergtechnik,90
3154,2021,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),299
3155,2022,NATA,GESW,SF154,Lernbereich Gesellschaftslehre,0
3156,2019,NATD,GESM,SF143,Augenoptik,36
3157,2021,NATA,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
3158,2022,NATA,GESM,SF123,Ingenieurinformatik/Technische Informatik,691
3159,2022,NATA,GESW,SF155,Theaterwissenschaft,39
3160,2019,NATA,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,257
3161,2019,NATD,GESW,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),103
3162,2023,NATD,GESM,SF548,Ur- und Frühgeschichte,34
3163,2023,NATA,GESM,SF005,Klassische Philologie,2
3164,2021,NATA,GESW,SF548,Ur- und Frühgeschichte,4
3165,2022,NATD,GESM,SF078,Indologie,4
3166,2019,NATA,GESW,SF548,Ur- und Frühgeschichte,4
3167,2022,NATD,GESM,SF172,Verwaltungswissenschaft/-wesen,1694
3168,2021,NATD,GESW,SF082,Holz-/Fasertechnik,28
3169,2023,NATD,GESM,SF058,"Forstwissenschaft, -wirtschaft",569
3170,2023,NATA,GESM,SF245,Sozialpädagogik,26
3171,2022,NATD,GESW,SF262,Bibliothekswesen,5
3172,2022,NATA,GESM,SF029,Sportwissenschaft,153
3173,2018,NATD,GESW,SF302,Medienwissenschaft,1140
3174,2023,NATD,GESW,SF242,Innenarchitektur,503
3175,2020,NATD,GESM,SF163,Rhythmik,0
3176,2018,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,42
3177,2020,NATD,GESW,SF303,Kommunikationswissenschaft/Publizistik,1601
3178,2022,NATA,GESM,SF269,Zoll- und Steuerverwaltung,8
3179,2018,NATD,GESW,SF292,Islamische Studien/Islamische Theologie,34
3180,2019,NATD,GESW,SF081,Iranistik,12
3181,2020,NATA,GESM,SF234,Pflegewissenschaft/-management,29
3182,2020,NATD,GESW,SF053,"Evangelische Theologie, - Religionslehre",511
3183,2019,NATA,GESW,SF058,"Forstwissenschaft, -wirtschaft",100
3184,2023,NATD,GESM,SF152,Allg. Sprachwissenschaft/Indogermanistik,170
3185,2020,NATD,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
3186,2018,NATD,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
3187,2021,NATD,GESM,SF146,Slawistik (Slawische Philologie),28
3188,2022,NATD,GESW,SF168,Justizvollzug,21
3189,2019,NATD,GESM,SF146,Slawistik (Slawische Philologie),30
3190,2018,NATA,GESM,SF139,Russisch,6
3191,2020,NATA,GESM,SF139,Russisch,7
3192,2018,NATD,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,733
3193,2020,NATD,GESM,SF167,Europäische Wirtschaft,262
3194,2023,NATD,GESW,SF147,Sozialkunde,211
3195,2022,NATD,GESW,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),231
3196,2019,NATA,GESM,SF212,Feinwerktechnik,18
3197,2021,NATA,GESM,SF118,Technomathematik,34
3198,2018,NATD,GESW,SF305,Medientechnik,683
3199,2023,NATD,GESW,SF001,Ägyptologie,198
3200,2023,NATA,GESW,SF185,Zahnmedizin,143
3201,2020,NATD,GESM,SF021,Betriebswirtschaftslehre,15158
3202,2020,NATA,GESW,SF121,Medieninformatik,126
3203,2018,NATA,GESW,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
3204,2023,NATD,GESM,SF059,Französisch,86
3205,2020,NATA,GESW,SF361,Schulpädagogik,22
3206,2018,NATD,GESM,SF163,Rhythmik,1
3207,2019,NATA,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",0
3208,2019,NATA,GESW,SF294,Materialwissenschaften,63
3209,2019,NATA,GESW,SF304,Medienwirtschaft/Medienmanagement,143
3210,2021,NATA,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,240
3211,2019,NATA,GESM,SF118,Technomathematik,27
3212,2023,NATA,GESM,SF102,Schauspiel,10
3213,2019,NATA,GESW,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
3214,2023,NATD,GESM,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
3215,2022,NATA,GESM,SF266,Finanzverwaltung,2
3216,2022,NATA,GESW,SF012,Archäologie,65
3217,2022,NATD,GESM,SF173,Ethnologie,78
3218,2022,NATA,GESM,SF026,Biologie,540
3219,2023,NATA,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",27
3220,2021,NATA,GESW,SF305,Medientechnik,53
3221,2022,NATD,GESM,SF079,Informatik,11097
3222,2021,NATA,GESW,SF058,"Forstwissenschaft, -wirtschaft",70
3223,2022,NATA,GESW,SF158,Turkologie,14
3224,2021,NATD,GESW,SF083,Islamwissenschaft,41
3225,2021,NATA,GESM,SF211,Energieverfahrenstechnik,135
3226,2020,NATD,GESM,SF260,Bundeswehrverwaltung,24
3227,2023,NATA,GESM,SF008,Anglistik/Englisch,362
3228,2018,NATA,GESM,SF232,Gesundheitswissenschaften/-management,165
3229,2020,NATD,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",81
3230,2018,NATA,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",19
3231,2021,NATA,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",88
3232,2018,NATD,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",78
3233,2020,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,33
3234,2022,NATD,GESW,SF021,Betriebswirtschaftslehre,12549
3235,2023,NATD,GESW,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
3236,2018,NATA,GESW,SF266,Finanzverwaltung,1
3237,2020,NATD,GESW,SF304,Medienwirtschaft/Medienmanagement,1272
3238,2019,NATD,GESW,SF082,Holz-/Fasertechnik,26
3239,2022,NATD,GESW,SF261,Innere Verwaltung,819
3240,2020,NATA,GESW,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
3241,2020,NATD,GESW,SF294,Materialwissenschaften,56
3242,2020,NATA,GESW,SF268,Verkehrswesen,0
3243,2018,NATA,GESM,SF138,Agrarbiologie,55
3244,2020,NATA,GESM,SF138,Agrarbiologie,86
3245,2023,NATA,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",80
3246,2018,NATA,GESW,SF268,Verkehrswesen,0
3247,2019,NATA,GESM,SF117,Ausländerpädagogik,9
3248,2020,NATD,GESM,SF166,Sportmanagement/Sportökonomie,1109
3249,2018,NATD,GESW,SF054,Film und Fernsehen,116
3250,2019,NATD,GESM,SF145,Sinologie/Koreanistik,96
3251,2021,NATD,GESM,SF145,Sinologie/Koreanistik,87
3252,2018,NATD,GESW,SF294,Materialwissenschaften,61
3253,2021,NATA,GESM,SF119,Niederländisch,4
3254,2021,NATD,GESM,SF385,Geoökologie,57
3255,2018,NATD,GESW,SF304,Medienwirtschaft/Medienmanagement,1037
3256,2023,NATA,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,19
3257,2020,NATD,GESM,SF020,Bergbau/Bergtechnik,40
3258,2020,NATA,GESW,SF122,"Orientalistik, Altorientalistik",21
3259,2018,NATA,GESW,SF028,Brauwesen/Getränketechnologie,3
3260,2023,NATD,GESW,SF146,Slawistik (Slawische Philologie),87
3261,2020,NATD,GESW,SF056,Finno-Ugristik,11
3262,2022,NATD,GESW,SF167,Europäische Wirtschaft,145
3263,2019,NATA,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",10
3264,2022,NATA,GESM,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",2
3265,2019,NATD,GESM,SF385,Geoökologie,53
3266,2019,NATA,GESW,SF305,Medientechnik,74
3267,2021,NATA,GESW,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3268,2018,NATD,GESM,SF164,Jazz und Popularmusik,95
3269,2021,NATD,GESW,SF333,Haushaltswissenschaft,17
3270,2022,NATA,GESW,SF010,Arabisch/Arabistik,20
3271,2019,NATD,GESW,SF083,Islamwissenschaft,43
3272,2022,NATA,GESW,SF011,Arbeitslehre/Wirtschaftslehre,2
3273,2022,NATD,GESM,SF174,Volkskunde,22
3274,2023,NATA,GESM,SF091,Kunsterziehung,16
3275,2021,NATD,GESW,SF084,Italienisch,74
3276,2019,NATA,GESW,SF056,Finno-Ugristik,2
3277,2023,NATD,GESM,SF154,Lernbereich Gesellschaftslehre,7
3278,2023,NATA,GESM,SF247,Medizinische Informatik,118
3279,2021,NATA,GESW,SF057,Luft- und Raumfahrttechnik,68
3280,2019,NATD,GESW,SF333,Haushaltswissenschaft,28
3281,2022,NATA,GESM,SF121,Medieninformatik,268
3282,2022,NATA,GESW,SF157,Mikroelektronik,71
3283,2023,NATA,GESM,SF101,Restaurierungskunde,4
3284,2018,NATD,GESW,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",95
3285,2020,NATA,GESM,SF232,Gesundheitswissenschaften/-management,146
3286,2019,NATA,GESM,SF211,Energieverfahrenstechnik,161
3287,2018,NATA,GESW,SF361,Schulpädagogik,7
3288,2022,NATD,GESW,SF020,Bergbau/Bergtechnik,18
3289,2021,NATA,GESW,SF390,Archäometrie (Ingenieurarchäologie),0
3290,2020,NATD,GESW,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",46
3291,2022,NATD,GESW,SF260,Bundeswehrverwaltung,65
3292,2022,NATA,GESM,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
3293,2020,NATA,GESW,SF028,Brauwesen/Getränketechnologie,4
3294,2021,NATA,GESM,SF212,Feinwerktechnik,17
3295,2018,NATA,GESW,SF121,Medieninformatik,121
3296,2023,NATA,GESM,SF007,Angewandte Kunst,32
3297,2018,NATA,GESM,SF231,Druck- und Reproduktionstechnik,12
3298,2020,NATD,GESW,SF305,Medientechnik,647
3299,2023,NATD,GESW,SF091,Kunsterziehung,424
3300,2021,NATD,GESM,SF002,Afrikanistik,29
3301,2019,NATA,GESM,SF312,Statistik,0
3302,2019,NATD,GESM,SF002,Afrikanistik,57
3303,2021,NATA,GESM,SF312,Statistik,155
3304,2020,NATA,GESW,SF221,Bioinformatik,78
3305,2018,NATA,GESW,SF221,Bioinformatik,55
3306,2023,NATA,GESW,SF085,Japanologie,50
3307,2023,NATD,GESW,SF101,Restaurierungskunde,73
3308,2020,NATD,GESW,SF057,Luft- und Raumfahrttechnik,149
3309,2019,NATD,GESM,SF148,Sozialwissenschaften,968
3310,2021,NATA,GESM,SF458,Umweltschutz,98
3311,2021,NATD,GESM,SF242,Innenarchitektur,68
3312,2018,NATD,GESW,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3313,2022,NATD,GESW,SF166,Sportmanagement/Sportökonomie,458
3314,2021,NATA,GESM,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
3315,2018,NATA,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",67
3316,2020,NATD,GESM,SF067,Germanistik/Deutsch,1438
3317,2019,NATA,GESW,SF292,Islamische Studien/Islamische Theologie,16
3318,2018,NATA,GESW,SF127,Philosophie,382
3319,2021,NATA,GESW,SF052,Erziehungswissenschaft (Pädagogik),679
3320,2019,NATA,GESW,SF302,Medienwissenschaft,207
3321,2021,NATD,GESW,SF232,Gesundheitswissenschaften/-management,3158
3322,2019,NATA,GESW,SF052,Erziehungswissenschaft (Pädagogik),685
3323,2023,NATD,GESW,SF007,Angewandte Kunst,301
3324,2019,NATD,GESW,SF232,Gesundheitswissenschaften/-management,3962
3325,2018,NATD,GESW,SF057,Luft- und Raumfahrttechnik,105
3326,2019,NATA,GESM,SF458,Umweltschutz,133
3327,2021,NATD,GESM,SF148,Sozialwissenschaften,780
3328,2019,NATD,GESM,SF242,Innenarchitektur,56
3329,2021,NATA,GESW,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
3330,2019,NATA,GESM,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
3331,2023,NATD,GESW,SF247,Medizinische Informatik,151
3332,2022,NATA,GESM,SF263,Polizei/Verfassungsschutz,31
3333,2018,NATD,GESM,SF067,Germanistik/Deutsch,1526
3334,2019,NATA,GESW,SF209,Tschechisch,9
3335,2021,NATA,GESW,SF209,Tschechisch,5
3336,2022,NATA,GESW,SF254,Sachunterricht (einschließlich Schulgarten),4
3337,2019,NATD,GESW,SF138,Agrarbiologie,107
3338,2019,NATA,GESW,SF053,"Evangelische Theologie, - Religionslehre",43
3339,2023,NATD,GESM,SF155,Theaterwissenschaft,76
3340,2020,NATA,GESM,SF231,Druck- und Reproduktionstechnik,35
3341,2022,NATA,GESW,SF014,Astrophysik und Astronomie,19
3342,2021,NATD,GESW,SF139,Russisch,45
3343,2022,NATA,GESM,SF024,Europäische Ethnologie und Kulturwissenschaft,61
3344,2019,NATA,GESW,SF199,Lernbereich Technik,1
3345,2018,NATD,GESM,SF161,Diakoniewissenschaft,16
3346,2020,NATD,GESW,SF390,Archäometrie (Ingenieurarchäologie),0
3347,2021,NATA,GESW,SF303,Kommunikationswissenschaft/Publizistik,280
3348,2022,NATD,GESM,SF073,Judaistik/Hebräisch,14
3349,2020,NATA,GESW,SF127,Philosophie,209
3350,2022,NATD,GESW,SF165,Orchestermusik,19
3351,2023,NATA,GESM,SF104,Maschinenbau/-wesen,2834
3352,2018,NATA,GESW,SF220,Milch- und Molkereiwirtschaft,4
3353,2023,NATA,GESW,SF084,Italienisch,62
3354,2020,NATD,GESM,SF160,Computerlinguistik,39
3355,2018,NATA,GESM,SF230,Gesang,65
3356,2020,NATA,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",47
3357,2023,NATA,GESM,SF094,Wasserbau,24
3358,2020,NATD,GESW,SF150,Spanisch,470
3359,2020,NATD,GESM,SF316,Elektronische Energietechnik,135
3360,2020,NATA,GESW,SF222,Kommunikations- und Informationstechnik,125
3361,2018,NATA,GESW,SF222,Kommunikations- und Informationstechnik,109
3362,2023,NATA,GESW,SF086,"Katholische Theologie, - Religionslehre",13
3363,2019,NATA,GESM,SF061,Meliorationswesen,0
3364,2020,NATD,GESW,SF548,Ur- und Frühgeschichte,32
3365,2018,NATD,GESM,SF068,Geschichte,2041
3366,2023,NATD,GESW,SF090,Lernbereich Geisteswissenschaften,1148
3367,2021,NATD,GESM,SF001,Ägyptologie,62
3368,2019,NATD,GESM,SF001,Ägyptologie,104
3369,2020,NATD,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,546
3370,2019,NATA,GESM,SF457,Umwelttechnik (einschließlich Recycling),150
3371,2018,NATD,GESW,SF150,Spanisch,504
3372,2021,NATA,GESM,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
3373,2018,NATA,GESM,SF136,Religionswissenschaft,29
