,year,subj_grp_code,subj_grp_name,gender,number
0,2018,SB-NATW-08,Geowissenschaften (ohne Geographie),m,2069
1,2018,SB-KUNSTW-03,Gestaltung,m,917
2,2021,SB-NATW-05,Chemie,f,3565
3,2022,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",m,370
4,2020,SB-INGW-09,Vermessungswesen,m,442
5,2022,HRZ-01,Hochschulrechenzentrum,m,854
6,2019,SB-KUNSTW-03,Gestaltung,f,641
7,2018,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",f,276
8,2018,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",f,787
9,2020,SB-NATW-06,Pharmazie,f,735
10,2022,THEOL-KT-01,Katholische Theologie,m,573
11,2021,SB-RWSW-05,Sozialwesen,m,1045
12,2020,SB-INGW-02,"Bergbau, Hüttenwesen",f,133
13,2019,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,f,3810
14,2020,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),f,24088
15,2019,SB-NATW-07,Biologie,m,5052
16,2022,SF013,Architektur,m,1663
17,2020,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",m,1389
18,2021,SB-AGRW-01,"Landespflege, Umweltgestaltung",f,257
19,2020,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",f,259
20,2019,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",m,469
21,2019,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,f,89
22,2018,SB-INGW-04,Elektro- und Informationstechnik,m,7818
23,2022,SB-SKW-01,Geisteswissenschaften allgemein,f,522
24,2022,SB-RWSW-10,Psychologie,f,3586
25,2022,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,m,709
26,2019,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),m,2166
27,2020,MEDHUM-ALLG-01,Humanmedizin allgemein,f,442
28,2023,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,m,1914
29,2021,SB-INGW-08,Bauingenieurwesen,m,3572
30,2018,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,f,590
31,2021,SB-MEDHUM-01,Gesundheitswissenschaften,m,823
32,2023,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",f,427
33,2019,HRZ-01,Hochschulrechenzentrum,f,213
34,2022,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,m,49
35,2021,PHIL-KLASS-01,Altphilologie (klassische Philologie),m,287
36,2020,SB-SKW-01,Geisteswissenschaften allgemein,f,549
37,2021,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,f,410
38,2019,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",m,1389
39,2021,SB-SKW-01,Geisteswissenschaften allgemein,f,536
40,2018,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",m,1384
41,2022,SB-INGW-07,Raumplanung,m,367
42,2018,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,m,709
43,2023,SB-RWSW-02,Regionalwissenschaften,m,78
44,2023,SB-NATW-02,Mathematik,f,1704
45,2020,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,f,361
46,2021,SB-RWSW-11,Erziehungswissenschaften,f,4371
47,2023,EINR-SOZ-01,Soziale Einrichtungen,m,9
48,2020,MEDVET-ALLG-01,Veterinärmedizin allgemein,m,0
49,2023,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,f,129
50,2022,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,m,25
51,2020,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",f,1328
52,2022,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",m,1058
53,2018,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),f,5421
54,2018,MEDHUM-ALLG-01,Humanmedizin allgemein,m,332
55,2019,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),m,1083
56,2022,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),f,6878
57,2022,SB-INGW-12,Informatik,f,2665
58,2021,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",f,325
59,2020,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",f,86
60,2022,SB-RWSW-04,Sozialwissenschaften/Soziologie,m,1534
61,2022,SB-MEDHUM-01,Gesundheitswissenschaften,f,1569
62,2019,SB-KUNSTW-02,Bildende Kunst,f,324
63,2018,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,m,191
64,2023,SB-INGW-05,"Verkehrstechnik, Nautik",m,2172
65,2020,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,f,14
66,2020,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",f,768
67,2023,THEOL-EV-01,Evangelische Theologie,m,646
68,2022,SB-NATW-04,"Physik, Astronomie",f,2291
69,2018,SB-MEDHUM-01,Gesundheitswissenschaften,f,1120
70,2023,PHIL-KLASS-01,Altphilologie (klassische Philologie),m,274
71,2022,SB-KUNSTW-05,"Musik, Musikwissenschaft",m,2120
72,2021,SF013,Architektur,m,1628
73,2022,SB-RWSW-03,Politikwissenschaft,m,1174
74,2020,SB-SKW-14,Kulturwissenschaften i.e.S.,f,315
75,2022,SB-SKW-14,Kulturwissenschaften i.e.S.,f,334
76,2018,SB-NATW-07,Biologie,m,5042
77,2023,SB-KUNSTW-05,"Musik, Musikwissenschaft",f,1221
78,2023,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),m,2187
79,2018,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",m,413
80,2019,MEDVET-VK-01,Vorklinische Veterinärmedizin,m,106
81,2018,SB-NATW-09,Geographie,m,1099
82,2020,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,f,112
83,2022,SB-RWSW-05,Sozialwesen,m,1029
84,2019,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",m,1579
85,2019,SB-SKW-17,Sonderpädagogik,f,0
86,2020,MEDVET-VK-01,Vorklinische Veterinärmedizin,m,103
87,2018,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,f,347
88,2019,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,m,197
89,2023,SB-KUNSTW-03,Gestaltung,f,774
90,2018,SB-SKW-01,Geisteswissenschaften allgemein,f,741
91,2022,SB-INGW-05,"Verkehrstechnik, Nautik",m,2201
92,2022,MEDVET-ALLG-01,Veterinärmedizin allgemein,f,12
93,2021,SB-INGW-09,Vermessungswesen,m,479
94,2021,SB-INGW-07,Raumplanung,m,367
95,2021,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),m,6126
96,2019,SB-NATW-08,Geowissenschaften (ohne Geographie),m,2066
97,2023,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,f,547
98,2018,SB-INGW-03,Maschinenbau/Verfahrenstechnik,m,13406
99,2023,SB-RWSW-03,Politikwissenschaft,m,1066
100,2018,SB-KUNSTW-02,Bildende Kunst,m,459
101,2023,SB-NATW-04,"Physik, Astronomie",f,2387
102,2019,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",m,658
103,2021,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,m,630
104,2022,BIB-ZENTRAL-01,Zentralbibliothek,m,213
105,2021,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",m,1108
106,2023,SB-RWSW-04,Sozialwissenschaften/Soziologie,m,1584
107,2018,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,m,9
108,2019,SB-INGW-04,Elektro- und Informationstechnik,m,7865
109,2022,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,m,4007
110,2023,SB-INGW-12,Informatik,f,2854
111,2019,SB-NATW-05,Chemie,m,7493
112,2019,EINR-SOZ-01,Soziale Einrichtungen,m,14
113,2021,MEDHUM-ALLG-01,Humanmedizin allgemein,m,790
114,2023,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",m,1322
115,2019,SB-NATW-06,Pharmazie,m,1021
116,2018,SB-INGW-05,"Verkehrstechnik, Nautik",m,1707
117,2023,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,f,827
118,2019,SB-INGW-02,"Bergbau, Hüttenwesen",m,375
119,2020,SB-INGW-07,Raumplanung,m,332
120,2019,SB-SKW-18,Islamische Studien/Islamische Theologie,f,55
121,2021,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",m,1382
122,2019,SB-INGW-03,Maschinenbau/Verfahrenstechnik,m,13482
123,2023,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,m,626
124,2022,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),f,1120
125,2020,SB-INGW-08,Bauingenieurwesen,m,3456
126,2018,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,m,93
127,2020,BIB-ZENTRAL-01,Zentralbibliothek,f,233
128,2019,SB-AGRW-01,"Landespflege, Umweltgestaltung",m,289
129,2020,SB-INGW-04,Elektro- und Informationstechnik,f,1377
130,2019,SB-KUNSTW-05,"Musik, Musikwissenschaft",f,1068
131,2022,SB-KUNSTW-02,Bildende Kunst,m,440
132,2019,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,f,431
133,2020,SB-RWSW-04,Sozialwissenschaften/Soziologie,m,1601
134,2023,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,f,0
135,2021,SB-KUNSTW-05,"Musik, Musikwissenschaft",f,1116
136,2023,MEDHUM-ALLG-01,Humanmedizin allgemein,f,624
137,2018,SB-NATW-06,Pharmazie,m,1008
138,2021,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,m,245
139,2019,SB-SKW-14,Kulturwissenschaften i.e.S.,f,320
140,2018,SB-INGW-12,Informatik,f,1823
141,2022,SB-SKW-17,Sonderpädagogik,f,0
142,2019,SB-RWSW-11,Erziehungswissenschaften,m,2095
143,2019,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,m,1665
144,2021,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,m,196
145,2019,SB-NATW-02,Mathematik,f,1629
146,2021,THEOL-KT-01,Katholische Theologie,f,348
147,2021,SB-SKW-17,Sonderpädagogik,f,0
148,2021,SB-INGW-03,Maschinenbau/Verfahrenstechnik,f,3365
149,2021,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,f,20
150,2023,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),m,6397
151,2023,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,m,208
152,2018,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,m,0
153,2022,EINR-SOZ-01,Soziale Einrichtungen,f,5
154,2023,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",m,1165
155,2021,HRZ-01,Hochschulrechenzentrum,m,842
156,2019,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),f,22762
157,2018,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,m,636
158,2022,EINR-SONST-01,Übrige Ausbildungseinrichtungen,m,236
159,2019,THEOL-EV-01,Evangelische Theologie,m,697
160,2021,SB-RWSW-03,Politikwissenschaft,m,1198
161,2020,THEOL-KT-01,Katholische Theologie,f,343
162,2018,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",m,110
163,2020,KL-ZD-01,"Kliniken insgesamt, Zentrale Dienste",m,695
164,2022,SB-INGW-02,"Bergbau, Hüttenwesen",f,158
165,2018,SB-RWSW-10,Psychologie,f,3125
166,2020,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,m,672
167,2023,SB-NATW-08,Geowissenschaften (ohne Geographie),m,1893
168,2022,SB-RWSW-02,Regionalwissenschaften,m,72
169,2020,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,m,643
170,2023,SB-NATW-07,Biologie,m,4883
171,2020,SB-RWSW-08,Wirtschaftswissenschaften,m,11021
172,2019,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,m,619
173,2023,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",f,361
174,2021,BIB-ZENTRAL-01,Zentralbibliothek,f,249
175,2018,SB-SKW-04,Philosophie,f,553
176,2020,PHIL-KLASS-01,Altphilologie (klassische Philologie),f,181
177,2020,SB-SKW-06,Informations- und Bibliothekswissenschaften,m,90
178,2021,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),f,2239
179,2019,MEDVET-ALLG-01,Veterinärmedizin allgemein,f,5
180,2018,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",m,1569
181,2018,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,m,190
182,2022,SB-SKW-18,Islamische Studien/Islamische Theologie,f,62
183,2023,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,f,4353
184,2021,SB-RWSW-08,Wirtschaftswissenschaften,m,10938
185,2018,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",m,493
186,2020,EINR-SOZ-01,Soziale Einrichtungen,m,11
187,2022,SB-NATW-08,Geowissenschaften (ohne Geographie),m,2008
188,2023,HRZ-01,Hochschulrechenzentrum,m,852
189,2021,SB-RWSW-07,Verwaltungswissenschaften,m,1341
190,2018,SB-SKW-05,Geschichte,f,1438
191,2022,SB-NATW-09,Geographie,m,1077
192,2021,MEDVET-VK-01,Vorklinische Veterinärmedizin,f,179
193,2019,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",f,765
194,2018,EINR-SOZ-01,Soziale Einrichtungen,f,14
195,2020,SB-RWSW-03,Politikwissenschaft,m,1066
196,2021,SB-SKW-14,Kulturwissenschaften i.e.S.,f,350
197,2022,SB-KUNSTW-03,Gestaltung,m,999
198,2019,SB-INGW-12,Informatik,f,1952
199,2023,HS-VERW-01,Zentrale Hochschulverwaltung,f,2206
200,2019,SB-RWSW-10,Psychologie,m,2111
201,2020,SB-INGW-05,"Verkehrstechnik, Nautik",f,251
202,2022,SB-SKW-19,Medienwissenschaft,m,310
203,2018,SB-NATW-02,Mathematik,f,1553
204,2019,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",f,379
205,2020,SB-INGW-03,Maschinenbau/Verfahrenstechnik,f,3369
206,2018,SB-NATW-04,"Physik, Astronomie",f,2017
207,2021,SB-RWSW-04,Sozialwissenschaften/Soziologie,m,1605
208,2018,MEDVET-ALLG-01,Veterinärmedizin allgemein,f,5
209,2018,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,f,423
210,2019,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,m,0
211,2020,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,f,13
212,2021,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,m,3
213,2020,SB-RWSW-05,Sozialwesen,m,1030
214,2021,SB-RWSW-02,Regionalwissenschaften,m,75
215,2018,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,m,206
216,2022,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,f,0
217,2021,SB-SKW-18,Islamische Studien/Islamische Theologie,f,68
218,2021,SB-INGW-04,Elektro- und Informationstechnik,f,1483
219,2023,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,f,36
220,2021,HS-01,Hochschule insgesamt,f,364
221,2023,SB-SKW-05,Geschichte,f,1521
222,2018,SB-AGRW-01,"Landespflege, Umweltgestaltung",m,344
223,2018,THEOL-EV-01,Evangelische Theologie,m,707
224,2019,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),m,5603
225,2019,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,f,146
226,2021,EINR-SOZ-01,Soziale Einrichtungen,f,4
227,2022,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",m,454
228,2018,SB-SKW-06,Informations- und Bibliothekswissenschaften,m,73
229,2020,HS-VERW-01,Zentrale Hochschulverwaltung,m,1474
230,2020,SF013,Architektur,m,1620
231,2020,SB-RWSW-07,Verwaltungswissenschaften,m,1343
232,2023,SB-NATW-09,Geographie,m,1108
233,2022,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,m,4
234,2023,SB-SKW-01,Geisteswissenschaften allgemein,f,536
235,2019,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",f,276
236,2023,SB-SKW-04,Philosophie,f,661
237,2021,SB-INGW-02,"Bergbau, Hüttenwesen",f,155
238,2022,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),m,23368
239,2018,SB-RWSW-11,Erziehungswissenschaften,m,2057
240,2020,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,f,473
241,2023,MEDVET-ALLG-01,Veterinärmedizin allgemein,m,1
242,2021,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",f,271
243,2020,HRZ-01,Hochschulrechenzentrum,m,878
244,2020,EINR-VERS-01,Zentrale Betriebs- und Versorgungseinrichtungen,m,89
245,2020,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,f,778
246,2018,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,f,142
247,2023,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,f,557
248,2021,BIB-ZENTRAL-01,Zentralbibliothek,m,223
249,2021,HS-VERW-01,Zentrale Hochschulverwaltung,m,1547
250,2018,MEDVET-VK-01,Vorklinische Veterinärmedizin,f,161
251,2018,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,f,19
252,2020,SB-RWSW-02,Regionalwissenschaften,m,76
253,2019,SB-NATW-04,"Physik, Astronomie",f,2035
254,2021,SB-INGW-05,"Verkehrstechnik, Nautik",f,275
255,2020,EINR-SONST-01,Übrige Ausbildungseinrichtungen,f,322
256,2019,SB-INGW-08,Bauingenieurwesen,f,1247
257,2020,SB-KUNSTW-03,Gestaltung,m,944
258,2021,MEDVET-ALLG-01,Veterinärmedizin allgemein,m,0
259,2021,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,f,173
260,2020,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,m,0
261,2022,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",m,408
262,2019,KL-EINR-SOZ-01,Soziale Einrichtungen der Kliniken,m,5
263,2018,SB-NATW-05,Chemie,f,3389
264,2023,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,m,12
265,2019,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,f,927
266,2022,SB-SKW-04,Philosophie,m,1091
267,2021,SB-SKW-11,Romanistik,f,822
268,2018,SB-RWSW-07,Verwaltungswissenschaften,f,641
269,2023,SB-INGW-02,"Bergbau, Hüttenwesen",f,151
270,2018,MEDHUM-KP-01,Klinisch-prakt. Humanmedizin (ohne Zahnmedizin),f,21835
271,2021,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,m,262
272,2019,SB-SKW-19,Medienwissenschaft,m,0
273,2021,SB-NATW-08,Geowissenschaften (ohne Geographie),m,2102
274,2021,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",m,169
275,2019,MEDHUM-ALLG-01,Humanmedizin allgemein,f,322
276,2019,SB-RWSW-05,Sozialwesen,f,1521
277,2021,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",m,441
278,2018,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",m,686
279,2020,SB-SKW-11,Romanistik,f,835
280,2023,SB-SKW-06,Informations- und Bibliothekswissenschaften,f,86
281,2022,LB-RW-01,Rechtswissenschaften,m,3586
282,2021,SB-KUNSTW-02,Bildende Kunst,m,436
283,2022,SB-INGW-03,Maschinenbau/Verfahrenstechnik,f,3423
284,2020,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",m,620
285,2019,SB-RWSW-11,Erziehungswissenschaften,f,4089
286,2020,SB-SKW-19,Medienwissenschaft,f,281
287,2020,SB-SKW-05,Geschichte,m,1866
288,2022,SB-NATW-06,Pharmazie,m,1053
289,2018,SB-RWSW-11,Erziehungswissenschaften,f,3912
290,2019,SB-RWSW-10,Psychologie,f,3279
291,2018,SB-SKW-11,Romanistik,f,841
292,2022,SB-KUNSTW-02,Bildende Kunst,f,396
293,2019,LB-RW-01,Rechtswissenschaften,m,3502
294,2022,SB-NATW-07,Biologie,m,4960
295,2023,SB-SKW-19,Medienwissenschaft,f,324
296,2019,SB-SKW-06,Informations- und Bibliothekswissenschaften,f,81
297,2018,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",f,311
298,2020,THEOL-EV-01,Evangelische Theologie,m,691
299,2021,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,f,389
300,2021,EINR-SONST-01,Übrige Ausbildungseinrichtungen,f,313
301,2023,SB-RWSW-08,Wirtschaftswissenschaften,f,6020
302,2022,SB-SKW-10,"Anglistik, Amerikanistik",m,712
303,2022,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",f,824
304,2020,SB-MEDHUM-01,Gesundheitswissenschaften,f,1339
305,2020,SB-KUNSTW-04,"Darstellende Kunst, Film u.Fernsehen, Theaterwiss.",m,387
306,2020,HS-01,Hochschule insgesamt,f,370
307,2023,SB-NATW-06,Pharmazie,m,1027
308,2022,SB-INGW-04,Elektro- und Informationstechnik,f,1509
309,2018,SB-INGW-09,Vermessungswesen,f,148
310,2022,THEOL-EV-01,Evangelische Theologie,m,659
311,2020,MEDHUM-KT-01,Klinisch-theor. Humanmedizin (einschl.Zahnmedizin),f,6316
312,2019,SB-KUNSTW-05,"Musik, Musikwissenschaft",m,2033
313,2022,EINR-SONST-01,Übrige Ausbildungseinrichtungen,f,339
314,2020,SB-SKW-04,Philosophie,m,1107
315,2018,SB-RWSW-12,Kommunikationswissenschaft/Publizistik,f,0
316,2023,SB-RWSW-09,Wirtschaftsingenieurw. mit wirtschaftsw. Schwerp.,f,235
317,2021,SB-SKW-10,"Anglistik, Amerikanistik",m,708
318,2018,LB-RW-01,Rechtswissenschaften,f,2007
319,2023,MEDVET-VK-01,Vorklinische Veterinärmedizin,f,187
320,2023,SB-NATW-05,Chemie,m,7050
321,2018,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),m,1084
322,2021,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,m,0
323,2021,SB-SKW-19,Medienwissenschaft,m,312
324,2022,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,m,218
325,2019,SB-INGW-07,Raumplanung,f,347
326,2021,LB-RW-01,Rechtswissenschaften,m,3576
327,2018,BIB-ZENTRAL-01,Zentralbibliothek,f,224
328,2019,MEDVET-ALLG-01,Veterinärmedizin allgemein,m,3
329,2020,SB-NATW-08,Geowissenschaften (ohne Geographie),m,2079
330,2020,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",f,287
331,2018,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),f,2228
332,2021,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",m,468
333,2019,SB-SKW-11,Romanistik,m,420
334,2022,HS-VERW-01,Zentrale Hochschulverwaltung,m,1705
335,2023,SB-AGRW-03,"Forstwissenschaft, Holzwirtschaft",m,391
336,2019,SB-INGW-09,Vermessungswesen,f,165
337,2019,SF013,Architektur,m,1620
338,2018,SB-INGW-12,Informatik,m,8781
339,2022,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",m,1402
340,2020,SB-SKW-10,"Anglistik, Amerikanistik",f,1303
341,2023,SB-INGW-03,Maschinenbau/Verfahrenstechnik,f,3490
342,2021,SB-NATW-09,Geographie,m,1046
343,2023,BIB-ZENTRAL-01,Zentralbibliothek,m,205
344,2023,SB-MEDHUM-01,Gesundheitswissenschaften,m,900
345,2022,SB-NATW-05,Chemie,m,7139
346,2020,SB-SKW-18,Islamische Studien/Islamische Theologie,f,64
347,2020,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,m,3832
348,2019,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,m,384
349,2023,THEOL-KT-01,Katholische Theologie,m,562
350,2023,SB-INGW-04,Elektro- und Informationstechnik,f,1618
351,2020,MEDVET-KT-01,Klinisch-theoretische Veterinärmedizin,m,229
352,2018,MEDVET-KP-01,Klinisch-praktische Veterinärmedizin,f,435
353,2019,SB-INGW-12,Informatik,m,8958
354,2021,THEOL-KT-01,Katholische Theologie,m,587
355,2021,SB-NATW-07,Biologie,m,5017
356,2022,FACHGR-RWSW-01,"Rechts-, Wirtschafts- u.Sozialwissenschaften allg.",f,389
357,2023,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",m,1400
358,2021,SB-NATW-06,Pharmazie,m,1038
359,2019,SB-SKW-10,"Anglistik, Amerikanistik",m,712
360,2018,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,m,17
361,2021,SB-SKW-18,Islamische Studien/Islamische Theologie,m,91
362,2021,SB-SKW-17,Sonderpädagogik,m,0
363,2021,EINR-KLFRMD-02,Mit der Klinik verbundene u.klinikfremde Einricht.,m,22
364,2020,SB-NATW-09,Geographie,m,1096
365,2019,SB-INGW-11,Materialwissenschaft und Werkstofftechnik,m,1526
366,2023,SB-AGRW-01,"Landespflege, Umweltgestaltung",m,262
367,2021,SB-INGW-12,Informatik,f,2472
368,2020,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",m,462
369,2023,SB-RWSW-11,Erziehungswissenschaften,f,4535
370,2019,HS-VERW-02,Zentral verwaltete Hörsäle und Lehrräume,m,0
371,2018,SB-INGW-03,Maschinenbau/Verfahrenstechnik,f,3004
372,2021,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",m,1556
373,2018,SB-KUNSTW-01,"Kunst, Kunstwissenschaft allgemein",m,506
374,2019,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,m,726
375,2019,SB-SKW-09,"Germanistik (Deutsch, germ. Sprachen o. Anglistik)",f,2188
376,2023,SB-INGW-09,Vermessungswesen,f,208
377,2020,SB-NATW-07,Biologie,m,5063
378,2022,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,f,721
379,2018,PHIL-KLASS-01,Altphilologie (klassische Philologie),m,303
380,2020,SB-SKW-17,Sonderpädagogik,f,0
381,2018,HS-01,Hochschule insgesamt,f,372
382,2018,HRZ-01,Hochschulrechenzentrum,f,196
383,2022,MEDZN-KP-01,Zahnmedizin (klinisch-praktisch),m,1083
384,2021,SB-NATW-01,"Mathematik, Naturwissenschaften allgemein",m,593
385,2019,SB-RWSW-03,Politikwissenschaft,f,741
386,2019,SB-SKW-12,"Slawistik, Baltistik, Finno-Ugristik",m,166
387,2018,SB-SKW-18,Islamische Studien/Islamische Theologie,f,57
388,2019,PHIL-KLASS-01,Altphilologie (klassische Philologie),m,297
389,2018,SB-INGW-07,Raumplanung,f,310
390,2021,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,f,707
