,year,nationality,gender,subj_code,subj_name,number
127,2022,foreign,f,188,Allgemeine Literaturwissenschaft,138
128,2018,foreign,f,271,Deutsch als Fremdsprache oder als Zweitsprache,457
129,2022,foreign,f,189,Niederdeutsch,0
130,2019,foreign,m,078,Indologie,2
131,2018,foreign,f,031,Byzantinistik,1
132,2023,domestic,m,122,"Orientalistik, Altorientalistik",74
133,2020,foreign,m,144,Technische Kybernetik,7
134,2020,domestic,m,197,Holzbau,113
135,2021,domestic,m,044,Ost- und Südosteuropa-Studien,3
136,2020,domestic,m,207,Sorabistik,0
137,2019,domestic,m,235,Fahrzeugtechnik,1433
138,2022,domestic,m,275,Wissenschaftsgeschichte/Technikgeschichte,3
139,2021,foreign,m,135,Rechtswissenschaft,665
140,2018,foreign,f,177,Werkstofftechnik,116
141,2019,foreign,f,264,Sozialversicherung,14
142,2022,foreign,m,102,Schauspiel,14
143,2020,domestic,m,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
144,2019,domestic,f,171,Vermessungswesen (Geodäsie),230
145,2021,domestic,m,284,Angewandte Sprachwissenschaft,52
146,2022,foreign,m,092,"Kunstgeschichte, Kunstwissenschaft",33
147,2023,foreign,m,181,Wirtschaftspädagogik,13
148,2018,domestic,f,180,Kaukasistik,0
149,2019,foreign,f,024,Europäische Ethnologie und Kulturwissenschaft,131
150,2020,foreign,f,080,Instrumentalmusik,309
151,2019,foreign,m,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
152,2023,domestic,m,029,Sportwissenschaft,1280
153,2022,domestic,f,123,Ingenieurinformatik/Technische Informatik,244
154,2021,domestic,f,231,Druck- und Reproduktionstechnik,72
155,2022,domestic,m,277,Wirtschaftsinformatik,6065
156,2023,foreign,m,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
157,2022,foreign,m,009,Anthropologie (Humanbiologie),13
158,2020,domestic,f,385,Geoökologie,131
159,2019,domestic,m,234,Pflegewissenschaft/-management,357
160,2018,domestic,m,146,Slawistik (Slawische Philologie),40
161,2021,domestic,m,189,Niederdeutsch,0
162,2020,domestic,f,145,Sinologie/Koreanistik,298
163,2023,domestic,m,123,Ingenieurinformatik/Technische Informatik,1290
164,2019,foreign,m,076,Hütten- und Gießereiwesen,37
165,2022,foreign,f,041,Sonstiges Orientierungsstudium,14
166,2021,foreign,f,075,Holzwirtschaft,3
167,2021,domestic,f,137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",195
168,2022,domestic,f,029,Sportwissenschaft,835
169,2023,domestic,f,115,Grundschul-/Primärstufenpädagogik,1235
170,2022,domestic,m,037,Archiv- und Dokumentationswissenschaft,21
171,2023,domestic,m,269,Zoll- und Steuerverwaltung,1102
172,2022,foreign,f,187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,68
173,2022,domestic,f,269,Zoll- und Steuerverwaltung,1255
174,2019,domestic,f,079,Informatik,2125
175,2023,foreign,f,275,Wissenschaftsgeschichte/Technikgeschichte,0
176,2018,foreign,m,084,Italienisch,20
177,2021,foreign,m,230,Gesang,34
178,2022,domestic,m,370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,4453
179,2020,domestic,m,050,Geografie/Erdkunde,1267
180,2023,foreign,f,035,Darstellende Kunst/Bühnenkunst/Regie,82
181,2021,domestic,f,138,Agrarbiologie,55
182,2020,foreign,m,143,Augenoptik,8
183,2018,foreign,f,272,Alte Geschichte,5
184,2019,foreign,m,077,Wasserwirtschaft,92
185,2020,domestic,m,300,Biomedizin,70
186,2020,domestic,m,290,Sonstige Fächer,155
187,2022,domestic,m,276,Wirtschaftsmathematik,478
188,2018,domestic,f,085,Japanologie,263
189,2021,foreign,m,136,Religionswissenschaft,21
190,2018,foreign,f,178,Wirtschafts-/Sozialgeografie,2
191,2018,domestic,m,147,Sozialkunde,158
192,2019,foreign,f,025,Biochemie,209
193,2021,domestic,m,043,Neugriechisch,2
194,2019,foreign,f,265,Bankwesen,2
195,2019,domestic,f,172,Verwaltungswissenschaft/-wesen,2473
196,2020,foreign,f,312,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
197,2018,foreign,f,032,Chemie,702
198,2023,foreign,m,180,Kaukasistik,0
199,2022,domestic,m,130,Westslawisch (allgemein und a.n.g.),2
200,2020,foreign,f,081,Iranistik,7
201,2020,domestic,m,196,Studienkolleg,0
202,2020,foreign,m,049,Interdisz. Studien (Schwerp. Naturwissenschaften),196
203,2022,foreign,m,103,Markscheidewesen,2
204,2020,domestic,m,206,Polnisch,1
205,2021,domestic,m,283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),52
206,2022,foreign,m,093,Landespflege/Landschaftsgestaltung,20
207,2021,foreign,f,070,Griechisch,9
208,2018,foreign,f,038,Lateinamerika-Studien,22
209,2018,domestic,m,143,Augenoptik,33
210,2022,domestic,f,122,"Orientalistik, Altorientalistik",118
211,2018,domestic,f,088,Optoelektronik,13
212,2021,domestic,m,232,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
213,2023,foreign,f,174,Volkskunde,12
214,2023,foreign,m,184,Wirtschaftswissenschaften,1649
215,2021,domestic,f,130,Westslawisch (allgemein und a.n.g.),0
216,2021,foreign,f,320,Ernährungswissenschaft,130
217,2021,domestic,f,276,Wirtschaftsmathematik,259
218,2018,foreign,m,333,Haushaltswissenschaft,0
219,2022,domestic,f,028,Brauwesen/Getränketechnologie,16
220,2022,foreign,f,284,Angewandte Sprachwissenschaft,161
221,2023,domestic,m,124,Ozeanografie,0
222,2019,foreign,m,271,Deutsch als Fremdsprache oder als Zweitsprache,150
223,2023,domestic,f,060,Gartenbau,114
224,2022,domestic,f,268,Verkehrswesen,0
225,2021,domestic,f,036,Sonstige Regionalwissenschaften,26
226,2023,domestic,f,310,Regenerative Energien,96
227,2018,foreign,m,083,Islamwissenschaft,27
228,2020,domestic,f,146,Slawistik (Slawische Philologie),73
229,2022,foreign,f,044,Ost- und Südosteuropa-Studien,7
230,2019,foreign,m,178,Wirtschafts-/Sozialgeografie,1
231,2022,foreign,m,090,Lernbereich Geisteswissenschaften,25
232,2021,domestic,m,380,Mechatronik,1607
233,2020,foreign,f,086,"Katholische Theologie, - Religionslehre",12
234,2020,foreign,m,142,Schiffbau/Schiffstechnik,17
235,2019,foreign,m,032,Chemie,617
236,2020,domestic,m,191,Komposition,10
237,2020,domestic,m,201,Werken (technisch)/Technologie,21
238,2019,domestic,f,321,Erwachsenenbildung und außerschulische Jugendbild.,119
239,2019,foreign,f,262,Bibliothekswesen,0
240,2018,foreign,f,371,Tierproduktion,2
241,2019,foreign,f,168,Justizvollzug,0
242,2020,foreign,m,048,Elektrotechnik/Elektronik,2689
243,2018,foreign,f,131,Portugiesisch,11
244,2022,foreign,m,006,Amerikanistik/Amerikakunde,101
245,2021,domestic,m,286,Mikrosystemtechnik,117
246,2020,foreign,f,180,Kaukasistik,0
247,2021,foreign,f,227,Weinbau und Kellerwirtschaft,41
248,2023,foreign,m,183,Wirtschafts-/Sozialgeschichte,7
249,2022,domestic,f,361,Schulpädagogik,4
250,2018,domestic,f,182,Internationale Betriebswirtschaft/Management,3700
251,2019,domestic,m,081,Iranistik,14
252,2019,foreign,f,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),27
253,2020,domestic,m,097,Lebensmitteltechnologie,249
254,2020,domestic,m,107,Medizin (Allgemein-Medizin),2712
255,2019,domestic,m,312,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),122
256,2021,domestic,m,140,Angewandte Systemwissenschaften,162
257,2021,foreign,m,235,Fahrzeugtechnik,352
258,2022,domestic,m,175,Volkswirtschaftslehre,1348
259,2019,domestic,f,227,Weinbau und Kellerwirtschaft,72
260,2019,domestic,f,071,Haushalts- und Ernährungswissenschaft,781
261,2018,foreign,f,277,Wirtschaftsinformatik,503
262,2021,domestic,f,370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1188
263,2021,foreign,m,312,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
264,2021,foreign,f,321,Erwachsenenbildung und außerschulische Jugendbild.,8
265,2023,foreign,m,089,Verkehrsingenieurwesen,241
266,2018,foreign,m,082,Holz-/Fasertechnik,10
267,2018,domestic,m,144,Technische Kybernetik,38
268,2018,domestic,f,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
269,2020,domestic,f,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
270,2021,domestic,f,277,Wirtschaftsinformatik,1294
271,2019,domestic,m,080,Instrumentalmusik,113
272,2021,domestic,f,131,Portugiesisch,2
273,2018,foreign,f,039,Geowissenschaften allgemein,140
274,2022,domestic,f,121,Medieninformatik,720
275,2022,foreign,f,283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),3
276,2019,foreign,m,030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",249
277,2023,domestic,f,215,Gesundheitstechnik,705
278,2023,domestic,m,365,Pädagogik der frühen Kindheit,66
279,2020,domestic,f,001,Ägyptologie,74
280,2020,foreign,m,380,Mechatronik,1062
281,2023,foreign,f,175,Volkswirtschaftslehre,727
282,2020,domestic,m,190,Sonderpädagogik,290
283,2020,domestic,m,200,Computer- und Kommunikationstechniken,408
284,2023,domestic,m,125,Agrarökonomie,75
285,2020,domestic,f,147,Sozialkunde,252
286,2019,foreign,m,270,Berufs- und Wirtschaftspädagogik,7
287,2022,foreign,f,043,Neugriechisch,7
288,2021,domestic,f,037,Archiv- und Dokumentationswissenschaft,41
289,2022,domestic,f,190,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
290,2020,foreign,f,088,Optoelektronik,4
291,2020,foreign,m,140,Angewandte Systemwissenschaften,112
292,2019,domestic,f,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),685
293,2020,foreign,f,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
294,2020,foreign,m,141,Abfallwirtschaft,0
295,2022,foreign,m,101,Restaurierungskunde,2
296,2019,foreign,m,177,Werkstofftechnik,237
297,2020,domestic,m,096,Lebensmittelchemie,113
298,2020,domestic,m,106,Tanzpädagogik,3
299,2022,foreign,m,091,Kunsterziehung,16
300,2022,domestic,m,270,Berufs- und Wirtschaftspädagogik,47
301,2020,foreign,m,287,Neue Medien,51
302,2019,foreign,f,263,Polizei/Verfassungsschutz,10
303,2019,foreign,m,031,Byzantinistik,0
304,2023,domestic,f,216,Glastechnik/Keramik,3
305,2020,foreign,f,181,Wirtschaftspädagogik,37
306,2021,foreign,m,080,Instrumentalmusik,284
307,2023,foreign,m,182,Internationale Betriebswirtschaft/Management,2261
308,2018,foreign,f,132,Psychologie,944
309,2022,foreign,m,247,Medizinische Informatik,144
310,2020,foreign,m,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
311,2022,foreign,m,007,Angewandte Kunst,66
312,2022,domestic,m,176,Werkerziehung,7
313,2018,domestic,f,181,Wirtschaftspädagogik,570
314,2019,foreign,f,023,Bildende Kunst/Grafik,180
315,2021,domestic,f,371,Tierproduktion,0
316,2019,foreign,f,169,Ethik,11
317,2022,domestic,m,030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",676
318,2018,domestic,m,287,Neue Medien,72
319,2021,domestic,m,048,Elektrotechnik/Elektronik,4752
320,2021,foreign,f,224,Physikal. Technik/Mechanische Verfahrenstechnik,30
321,2022,domestic,f,266,Finanzverwaltung,360
322,2021,domestic,f,132,Psychologie,8325
323,2023,foreign,m,186,Lernbereich Naturwissenschaft/Sachunterricht,4
324,2023,foreign,f,270,Berufs- und Wirtschaftspädagogik,9
325,2018,foreign,m,081,Iranistik,2
326,2018,foreign,m,312,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),55
327,2023,foreign,m,040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",33
328,2021,foreign,f,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),332
329,2018,domestic,m,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
330,2021,foreign,f,464,Facility Management,13
331,2023,foreign,f,030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",524
332,2022,domestic,f,120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",106
333,2022,foreign,f,380,Mechatronik,159
334,2018,domestic,f,184,Wirtschaftswissenschaften,4250
335,2021,domestic,f,038,Lateinamerika-Studien,17
336,2023,foreign,f,176,Werkerziehung,0
337,2020,domestic,f,242,Innenarchitektur,457
338,2022,foreign,f,140,Angewandte Systemwissenschaften,40
339,2022,domestic,f,026,Biologie,4726
340,2018,domestic,m,141,Abfallwirtschaft,16
341,2023,domestic,m,126,Pharmazie,450
342,2022,foreign,f,286,Mikrosystemtechnik,55
343,2020,domestic,f,002,Afrikanistik,63
344,2020,domestic,m,193,Kirchenmusik,24
345,2022,foreign,f,287,Neue Medien,65
346,2019,foreign,f,020,Bergbau/Bergtechnik,52
347,2020,domestic,m,203,Industriedesign/Produktgestaltung,187
348,2022,domestic,m,031,Byzantinistik,0
349,2022,domestic,m,271,Deutsch als Fremdsprache oder als Zweitsprache,12
350,2020,domestic,f,148,Sozialwissenschaften,1627
351,2019,domestic,f,073,Judaistik/Hebräisch,21
352,2019,foreign,f,260,Bundeswehrverwaltung,1
353,2020,foreign,m,286,Mikrosystemtechnik,151
354,2019,foreign,f,166,Sportmanagement/Sportökonomie,17
355,2020,foreign,m,232,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
356,2019,foreign,m,176,Werkerziehung,0
357,2022,foreign,f,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
358,2020,foreign,f,084,Italienisch,58
359,2023,domestic,m,220,Milch- und Molkereiwirtschaft,11
360,2020,domestic,m,190,Lernbehindertenpädagogik (ab 2016 zu SF190),0
