,year,nationality,gender,subj_code,subj_name,number
3582,2023,domestic,f,081,Iranistik,7
3583,2018,foreign,m,216,Glastechnik/Keramik,1
3584,2019,domestic,f,290,Sonstige Fächer,203
3585,2023,foreign,f,059,Französisch,100
3586,2018,domestic,f,213,Versorgungstechnik,78
3587,2021,domestic,m,161,Diakoniewissenschaft,8
3588,2019,domestic,f,050,Geografie/Erdkunde,1692
3589,2019,domestic,f,300,Biomedizin,171
3590,2023,domestic,m,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
3591,2020,foreign,f,119,Niederländisch,2
3592,2019,foreign,m,199,Lernbereich Technik,0
3593,2021,foreign,f,206,Polnisch,5
3594,2023,domestic,m,001,Ägyptologie,121
3595,2019,foreign,m,209,Tschechisch,1
3596,2020,foreign,m,265,Bankwesen,2
3597,2021,domestic,m,067,Germanistik/Deutsch,1242
3598,2020,foreign,m,025,Biochemie,116
3599,2018,domestic,f,119,Niederländisch,39
3600,2019,domestic,f,196,Studienkolleg,0
3601,2019,domestic,m,258,Arbeitsverwaltung,50
3602,2022,domestic,m,154,Lernbereich Gesellschaftslehre,14
3603,2018,domestic,m,269,Zoll- und Steuerverwaltung,958
3604,2019,domestic,f,206,Polnisch,5
3605,2018,foreign,f,154,Lernbereich Gesellschaftslehre,2
3606,2019,foreign,f,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
3607,2019,foreign,f,147,Sozialkunde,11
3608,2020,domestic,m,074,Transport-/Fördertechnik,47
3609,2020,foreign,f,213,Versorgungstechnik,20
3610,2021,foreign,f,290,Sonstige Fächer,600
3611,2021,foreign,m,258,Arbeitsverwaltung,3
3612,2019,domestic,m,018,Berufsbezogene Fremdsprachenausbildung,60
3613,2021,foreign,f,300,Biomedizin,125
3614,2019,foreign,f,001,Ägyptologie,15
3615,2018,domestic,m,029,Sportwissenschaft,1146
3616,2022,foreign,m,225,Textil- und Bekleidungstechnik/-gewerbe,41
3617,2023,domestic,f,080,Instrumentalmusik,110
3618,2018,domestic,m,265,Bankwesen,75
3619,2021,domestic,f,110,Meteorologie,85
3620,2020,foreign,f,210,Verkehrswirtschaft,26
3621,2020,domestic,m,078,Indologie,1
3622,2020,domestic,f,264,Sozialversicherung,487
3623,2019,domestic,f,232,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
3624,2021,foreign,f,050,Geografie/Erdkunde,116
3625,2022,domestic,m,156,Tiermedizin/Veterinärmedizin,89
3626,2019,domestic,f,208,Soziale Arbeit,7809
3627,2018,domestic,m,025,Biochemie,462
3628,2023,domestic,m,002,Afrikanistik,74
3629,2019,foreign,m,197,Holzbau,5
3630,2021,domestic,f,256,Rechtspflege,680
3631,2022,foreign,f,162,Caritaswissenschaft,0
3632,2020,domestic,f,024,Europäische Ethnologie und Kulturwissenschaft,320
3633,2021,foreign,f,196,Studienkolleg,0
3634,2021,domestic,f,016,Baltistik,0
3635,2019,foreign,m,207,Sorabistik,1
3636,2019,foreign,m,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
3637,2023,domestic,m,148,Sozialwissenschaften,818
3638,2018,foreign,m,215,Gesundheitstechnik,463
3639,2023,foreign,f,154,Lernbereich Gesellschaftslehre,2
3640,2022,domestic,f,004,Interdisz. Studien (Schwerpunkt Geisteswiss.),1342
3641,2018,domestic,f,310,Regenerative Energien,89
3642,2020,domestic,m,171,Vermessungswesen (Geodäsie),484
3643,2022,foreign,f,069,Grafikdesign/Kommunikationsgestaltung,746
3644,2021,foreign,m,255,Archivwesen,0
3645,2021,domestic,f,017,Bauingenieurwesen/Ingenieurbau,1988
3646,2019,domestic,f,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
3647,2020,foreign,m,264,Sozialversicherung,17
3648,2022,foreign,m,222,Kommunikations- und Informationstechnik,385
3649,2023,domestic,m,242,Innenarchitektur,52
3650,2018,foreign,f,190,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3651,2019,foreign,m,232,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
3652,2023,foreign,m,061,Meliorationswesen,0
3653,2019,domestic,m,115,Grundschul-/Primärstufenpädagogik,168
3654,2022,domestic,m,155,Theaterwissenschaft,71
3655,2018,foreign,f,057,Luft- und Raumfahrttechnik,45
3656,2019,domestic,f,207,Sorabistik,4
3657,2021,foreign,m,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,2
3658,2018,domestic,m,026,Biologie,2251
3659,2019,foreign,f,144,Technische Kybernetik,3
3660,2022,foreign,m,128,Physik,1093
3661,2020,foreign,m,024,Europäische Ethnologie und Kulturwissenschaft,63
3662,2020,domestic,m,077,Wasserwirtschaft,62
3663,2020,foreign,f,116,Textilgestaltung,56
3664,2018,domestic,f,216,Glastechnik/Keramik,5
3665,2021,domestic,m,164,Jazz und Popularmusik,61
3666,2021,foreign,f,203,Industriedesign/Produktgestaltung,89
3667,2018,domestic,f,060,Gartenbau,132
3668,2023,foreign,m,457,Umwelttechnik (einschließlich Recycling),117
3669,2020,foreign,f,211,Energieverfahrenstechnik,46
3670,2018,domestic,m,120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",57
3671,2019,foreign,m,290,Sonstige Fächer,866
3672,2019,domestic,f,199,Lernbereich Technik,36
3673,2018,domestic,m,266,Finanzverwaltung,260
3674,2022,foreign,m,129,Politikwissenschaft/Politologie,611
3675,2021,domestic,m,069,Grafikdesign/Kommunikationsgestaltung,898
3676,2022,domestic,m,157,Mikroelektronik,12
3677,2019,domestic,f,209,Tschechisch,2
3678,2019,foreign,m,300,Biomedizin,65
3679,2022,foreign,f,161,Diakoniewissenschaft,3
3680,2019,domestic,f,053,"Evangelische Theologie, - Religionslehre",664
3681,2021,foreign,f,195,Gesundheitspädagogik,32
3682,2022,domestic,f,149,Soziologie,1577
3683,2019,foreign,m,196,Studienkolleg,0
3684,2020,domestic,f,265,Bankwesen,48
3685,2023,domestic,m,003,Agrarwissenschaft/Landwirtschaft,889
3686,2023,foreign,f,155,Theaterwissenschaft,51
3687,2021,domestic,f,111,Mineralogie,8
3688,2019,foreign,m,206,Polnisch,3
3689,2022,domestic,f,003,Agrarwissenschaft/Landwirtschaft,742
3690,2023,domestic,m,149,Soziologie,531
3691,2019,foreign,m,050,Geografie/Erdkunde,127
3692,2023,domestic,f,235,Fahrzeugtechnik,75
3693,2021,domestic,f,257,Arbeits- und Berufsberatung,107
3694,2022,foreign,f,067,Germanistik/Deutsch,1273
3695,2020,domestic,f,025,Biochemie,737
3696,2020,domestic,m,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
3697,2022,foreign,f,068,Geschichte,267
3698,2023,foreign,m,310,Regenerative Energien,236
3699,2020,foreign,m,263,Polizei/Verfassungsschutz,6
3700,2018,foreign,f,548,Ur- und Frühgeschichte,4
3701,2020,foreign,m,023,Bildende Kunst/Grafik,73
3702,2018,foreign,f,152,Allg. Sprachwissenschaft/Indogermanistik,253
3703,2022,domestic,m,010,Arabisch/Arabistik,12
3704,2021,foreign,m,110,Meteorologie,20
3705,2021,domestic,f,018,Berufsbezogene Fremdsprachenausbildung,133
3706,2019,domestic,f,052,Erziehungswissenschaft (Pädagogik),6092
3707,2019,foreign,f,145,Sinologie/Koreanistik,108
3708,2020,foreign,f,117,Ausländerpädagogik,9
3709,2020,domestic,m,076,Hütten- und Gießereiwesen,8
3710,2019,domestic,m,114,Musikwissenschaft/-geschichte,233
3711,2021,foreign,m,256,Rechtspflege,0
3712,2021,foreign,f,204,Malerei,37
3713,2023,foreign,m,216,Glastechnik/Keramik,0
3714,2019,foreign,f,385,Geoökologie,11
3715,2020,foreign,m,169,Ethik,3
3716,2018,domestic,m,190,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
3717,2022,foreign,m,223,Nautik/Seefahrt,57
3718,2019,domestic,f,292,Islamische Studien/Islamische Theologie,60
3719,2018,domestic,f,215,Gesundheitstechnik,996
3720,2021,domestic,m,163,Rhythmik,0
3721,2023,foreign,m,060,Gartenbau,15
3722,2018,foreign,f,058,"Forstwissenschaft, -wirtschaft",111
3723,2021,foreign,m,016,Baltistik,0
3724,2019,domestic,f,302,Medienwissenschaft,1065
3725,2018,foreign,m,213,Versorgungstechnik,60
3726,2021,foreign,f,200,Computer- und Kommunikationstechniken,104
3727,2023,foreign,f,304,Medienwirtschaft/Medienmanagement,173
3728,2021,domestic,f,156,Tiermedizin/Veterinärmedizin,790
3729,2021,foreign,m,116,Textilgestaltung,21
3730,2018,domestic,m,023,Bildende Kunst/Grafik,108
3731,2022,domestic,f,002,Afrikanistik,91
3732,2018,foreign,f,158,Turkologie,33
3733,2020,domestic,f,120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",115
3734,2021,foreign,f,106,Tanzpädagogik,44
3735,2021,domestic,f,010,Arabisch/Arabistik,33
3736,2023,foreign,m,064,Naturschutz,64
3737,2021,foreign,f,096,Lebensmittelchemie,24
3738,2022,domestic,f,242,Innenarchitektur,553
3739,2023,foreign,f,294,Materialwissenschaften,73
3740,2019,domestic,m,211,Energieverfahrenstechnik,441
3741,2018,domestic,m,169,Ethik,21
3742,2021,domestic,m,166,Sportmanagement/Sportökonomie,1197
3743,2018,foreign,m,119,Niederländisch,5
3744,2019,foreign,m,190,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3745,2020,domestic,f,266,Finanzverwaltung,395
3746,2020,domestic,m,321,Erwachsenenbildung und außerschulische Jugendbild.,47
3747,2023,foreign,f,054,Film und Fernsehen,73
3748,2023,domestic,m,004,Interdisz. Studien (Schwerpunkt Geisteswiss.),582
3749,2020,domestic,f,026,Biologie,5301
3750,2023,domestic,f,180,Kaukasistik,0
3751,2022,foreign,f,164,Jazz und Popularmusik,20
3752,2018,domestic,m,263,Polizei/Verfassungsschutz,3339
3753,2020,foreign,m,261,Innere Verwaltung,3
3754,2022,domestic,f,148,Sozialwissenschaften,1287
3755,2022,domestic,m,305,Medientechnik,528
3756,2020,foreign,m,262,Bibliothekswesen,0
3757,2022,foreign,m,220,Milch- und Molkereiwirtschaft,0
3758,2019,domestic,f,191,Komposition,7
3759,2020,domestic,m,227,Weinbau und Kellerwirtschaft,104
3760,2022,domestic,m,055,Orientierungsstudium Gesellschaftswissenschaften,0
3761,2023,domestic,f,190,Körperbehindertenpädagogik (ab 2016 zu SF190),0
3762,2022,domestic,m,545,"Kath. Religionspäd., kirchliche Bildungsarbeit",20
3763,2019,domestic,f,201,Werken (technisch)/Technologie,40
3764,2019,domestic,f,097,Lebensmitteltechnologie,323
3765,2019,foreign,f,142,Schiffbau/Schiffstechnik,6
3766,2019,foreign,m,152,Allg. Sprachwissenschaft/Indogermanistik,58
3767,2020,foreign,m,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),4
3768,2020,domestic,m,071,Haushalts- und Ernährungswissenschaft,162
3769,2020,foreign,f,216,Glastechnik/Keramik,1
3770,2018,domestic,f,458,Umweltschutz,134
3771,2018,foreign,f,011,Arbeitslehre/Wirtschaftslehre,15
3772,2019,foreign,f,048,Elektrotechnik/Elektronik,943
3773,2020,foreign,f,060,Gartenbau,15
3774,2020,foreign,m,168,Justizvollzug,0
3775,2018,domestic,f,190,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
3776,2021,domestic,m,020,Bergbau/Bergtechnik,41
3777,2019,domestic,m,117,Ausländerpädagogik,0
3778,2018,domestic,f,312,Statistik,0
3779,2019,domestic,f,107,Medizin (Allgemein-Medizin),5248
3780,2021,foreign,m,115,Grundschul-/Primärstufenpädagogik,3
3781,2018,foreign,f,157,Mikroelektronik,10
3782,2022,foreign,m,126,Pharmazie,119
3783,2019,foreign,m,058,"Forstwissenschaft, -wirtschaft",128
3784,2021,domestic,m,260,Bundeswehrverwaltung,28
3785,2020,foreign,f,310,Regenerative Energien,40
3786,2018,domestic,m,264,Sozialversicherung,141
3787,2021,domestic,f,011,Arbeitslehre/Wirtschaftslehre,122
3788,2021,foreign,f,201,Werken (technisch)/Technologie,0
3789,2023,foreign,m,219,Kunststofftechnik,4
3790,2021,foreign,m,117,Ausländerpädagogik,7
3791,2018,foreign,f,159,Edelstein- und Schmuckdesign,15
3792,2022,domestic,f,001,Ägyptologie,159
3793,2023,foreign,f,545,"Kath. Religionspäd., kirchliche Bildungsarbeit",99
3794,2021,foreign,f,105,Mathematik,425
3795,2023,foreign,m,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
3796,2022,domestic,f,211,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
3797,2023,foreign,f,305,Medientechnik,102
3798,2021,foreign,f,095,Latein,8
3799,2018,domestic,m,024,Europäische Ethnologie und Kulturwissenschaft,85
3800,2020,domestic,f,361,Schulpädagogik,2
3801,2019,domestic,m,210,Verkehrswirtschaft,129
3802,2018,foreign,m,212,Feinwerktechnik,16
3803,2020,domestic,m,320,Ernährungswissenschaft,165
3804,2019,domestic,f,190,Lernbehindertenpädagogik (ab 2016 zu SF190),0
3805,2023,foreign,f,055,Orientierungsstudium Gesellschaftswissenschaften,0
3806,2020,domestic,f,121,Medieninformatik,780
3807,2019,foreign,m,150,Spanisch,39
3808,2022,foreign,f,163,Rhythmik,2
3809,2023,domestic,m,245,Sozialpädagogik,325
3810,2021,domestic,f,157,Mikroelektronik,4
3811,2019,foreign,m,390,Archäometrie (Ingenieurarchäologie),0
3812,2020,foreign,m,260,Bundeswehrverwaltung,0
3813,2022,domestic,f,147,Sozialkunde,189
3814,2018,foreign,m,118,Technomathematik,25
3815,2023,domestic,m,005,Klassische Philologie,15
3816,2019,foreign,m,057,Luft- und Raumfahrttechnik,179
3817,2020,foreign,m,021,Betriebswirtschaftslehre,2515
3818,2019,domestic,f,192,Dirigieren,3
3819,2020,domestic,m,226,Verfahrenstechnik,595
3820,2019,domestic,f,202,Fertigungs-/Produktionstechnik,55
3821,2022,domestic,m,150,Spanisch,97
3822,2020,domestic,f,190,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
3823,2020,domestic,m,070,Griechisch,9
3824,2022,domestic,m,056,Finno-Ugristik,9
3825,2023,domestic,f,086,"Katholische Theologie, - Religionslehre",270
3826,2019,domestic,f,098,Sportpädagogik/Sportpsychologie,496
3827,2022,domestic,m,390,Archäometrie (Ingenieurarchäologie),1
3828,2020,foreign,f,061,Meliorationswesen,0
3829,2020,foreign,m,167,Europäische Wirtschaft,49
3830,2022,foreign,m,221,Bioinformatik,61
3831,2018,foreign,f,303,Journalistik (ab 2008 zu SF303),0
3832,2022,foreign,m,127,Philosophie,226
3833,2021,domestic,m,165,Orchestermusik,25
3834,2021,foreign,m,210,Verkehrswirtschaft,46
3835,2023,foreign,m,190,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
3836,2020,foreign,f,457,Umwelttechnik (einschließlich Recycling),95
3837,2019,domestic,f,108,Metalltechnik,15
3838,2019,foreign,f,049,Interdisz. Studien (Schwerp. Naturwissenschaften),162
3839,2018,domestic,f,061,Meliorationswesen,0
3840,2019,foreign,f,143,Augenoptik,21
3841,2023,foreign,m,458,Umweltschutz,113
3842,2023,foreign,m,312,Statistik,151
3843,2019,domestic,m,116,Textilgestaltung,72
3844,2021,foreign,f,202,Fertigungs-/Produktionstechnik,48
3845,2018,domestic,f,457,Umwelttechnik (einschließlich Recycling),395
3846,2018,foreign,f,012,Archäologie,54
3847,2023,foreign,f,544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",2
3848,2023,domestic,m,006,Amerikanistik/Amerikakunde,96
3849,2021,domestic,f,303,Journalistik (ab 2008 zu SF303),0
3850,2023,foreign,f,390,Archäometrie (Ingenieurarchäologie),1
3851,2021,domestic,f,012,Archäologie,554
3852,2023,foreign,m,066,Geophysik,24
3853,2021,foreign,f,192,Dirigieren,10
3854,2018,domestic,m,167,Europäische Wirtschaft,214
3855,2021,domestic,m,168,Justizvollzug,16
3856,2022,domestic,f,146,Slawistik (Slawische Philologie),74
3857,2018,domestic,f,064,Naturschutz,12
3858,2018,foreign,m,211,Energieverfahrenstechnik,194
3859,2021,domestic,m,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),52
3860,2023,foreign,m,316,Elektronische Energietechnik,54
3861,2023,foreign,f,150,Spanisch,114
3862,2020,domestic,f,122,"Orientalistik, Altorientalistik",96
3863,2019,foreign,m,305,Medientechnik,77
3864,2022,domestic,m,058,"Forstwissenschaft, -wirtschaft",505
3865,2021,foreign,f,108,Metalltechnik,1
3866,2023,domestic,f,084,Italienisch,73
3867,2022,foreign,f,260,Bundeswehrverwaltung,0
3868,2018,domestic,m,261,Innere Verwaltung,429
3869,2021,foreign,f,098,Sportpädagogik/Sportpsychologie,28
3870,2023,domestic,m,090,Lernbereich Geisteswissenschaften,240
3871,2018,foreign,m,117,Ausländerpädagogik,7
3872,2020,domestic,f,268,Verkehrswesen,0
3873,2022,foreign,f,020,Bergbau/Bergtechnik,43
3874,2019,foreign,m,545,"Kath. Religionspäd., kirchliche Bildungsarbeit",18
3875,2021,domestic,f,158,Turkologie,21
3876,2018,domestic,m,021,Betriebswirtschaftslehre,15178
3877,2023,foreign,f,056,Finno-Ugristik,3
3878,2019,domestic,m,119,Niederländisch,10
3879,2019,domestic,f,203,Industriedesign/Produktgestaltung,203
3880,2022,domestic,m,190,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3881,2020,domestic,f,028,Brauwesen/Getränketechnologie,22
3882,2019,foreign,f,140,Angewandte Systemwissenschaften,50
3883,2022,foreign,m,124,Ozeanografie,3
3884,2019,foreign,m,056,Finno-Ugristik,0
3885,2020,foreign,m,020,Bergbau/Bergtechnik,134
3886,2020,domestic,m,073,Judaistik/Hebräisch,13
3887,2022,foreign,f,167,Europäische Wirtschaft,67
3888,2019,foreign,f,286,Mikrosystemtechnik,65
3889,2020,foreign,m,166,Sportmanagement/Sportökonomie,106
3890,2022,domestic,m,057,Luft- und Raumfahrttechnik,589
3891,2023,domestic,f,085,Japanologie,218
3892,2021,foreign,m,353,Pflanzenproduktion,4
3893,2019,domestic,f,303,Publizistik (ab 2008 zu SF303),0
3894,2021,foreign,m,113,Musikerziehung,37
3895,2018,foreign,f,155,Theaterwissenschaft,74
3896,2018,foreign,m,210,Verkehrswirtschaft,35
3897,2021,domestic,m,262,Bibliothekswesen,0
3898,2019,domestic,m,213,Versorgungstechnik,384
3899,2021,foreign,m,259,Auswärtige Angelegenheiten,0
3900,2019,foreign,f,232,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
3901,2019,domestic,f,193,Kirchenmusik,16
3902,2023,foreign,m,065,Geologie/Paläontologie,12
3903,2021,foreign,f,191,Komposition,16
3904,2018,domestic,m,022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),63
3905,2022,domestic,f,145,Sinologie/Koreanistik,221
3906,2018,foreign,m,116,Textilgestaltung,22
3907,2023,domestic,m,007,Angewandte Kunst,102
3908,2019,foreign,m,544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",0
3909,2023,foreign,f,190,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
3910,2022,domestic,f,385,Geoökologie,65
3911,2018,domestic,m,168,Justizvollzug,15
3912,2018,domestic,f,219,Kunststofftechnik,34
3913,2021,domestic,m,167,Europäische Wirtschaft,208
3914,2018,domestic,f,190,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
3915,2021,foreign,f,107,Medizin (Allgemein-Medizin),1213
3916,2021,domestic,f,253,Sozialwesen,2496
3917,2021,foreign,f,097,Lebensmitteltechnologie,58
3918,2021,domestic,f,159,Edelstein- und Schmuckdesign,7
3919,2023,domestic,m,101,Restaurierungskunde,16
3920,2019,foreign,m,294,Materialwissenschaften,102
3921,2023,domestic,f,083,Islamwissenschaft,40
3922,2022,domestic,m,059,Französisch,93
3923,2021,domestic,f,013,Architektur,2791
3924,2018,domestic,m,262,Bibliothekswesen,1
3925,2019,foreign,f,380,Mechatronik,189
3926,2023,domestic,f,333,Haushaltswissenschaft,21
3927,2023,foreign,f,057,Luft- und Raumfahrttechnik,59
3928,2023,domestic,m,091,Kunsterziehung,51
3929,2020,domestic,f,123,Ingenieurinformatik/Technische Informatik,204
3930,2019,foreign,m,304,Medienwirtschaft/Medienmanagement,76
3931,2023,domestic,m,247,Medizinische Informatik,148
3932,2022,foreign,f,165,Orchestermusik,107
3933,2020,domestic,m,072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),1677
3934,2022,foreign,f,166,Sportmanagement/Sportökonomie,30
3935,2019,domestic,m,118,Technomathematik,220
3936,2020,domestic,f,269,Zoll- und Steuerverwaltung,1412
3937,2020,foreign,m,165,Orchestermusik,85
3938,2019,foreign,m,055,Orientierungsstudium Gesellschaftswissenschaften,0
3939,2019,foreign,f,287,Neue Medien,64
3940,2020,domestic,f,029,Sportwissenschaft,1146
3941,2022,foreign,m,365,Pädagogik der frühen Kindheit,7
3942,2019,foreign,f,141,Abfallwirtschaft,0
3943,2021,domestic,m,021,Betriebswirtschaftslehre,14359
3944,2020,foreign,f,215,Gesundheitstechnik,290
3945,2018,foreign,f,010,Arabisch/Arabistik,12
3946,2019,domestic,m,212,Feinwerktechnik,90
3947,2022,foreign,m,125,Agrarökonomie,110
3948,2019,domestic,f,194,Tonmeister,11
3949,2021,domestic,m,261,Innere Verwaltung,427
3950,2022,domestic,m,548,Ur- und Frühgeschichte,30
3951,2021,foreign,m,114,Musikwissenschaft/-geschichte,46
3952,2022,domestic,m,152,Allg. Sprachwissenschaft/Indogermanistik,134
3953,2021,foreign,f,190,Sonderpädagogik,41
3954,2019,domestic,f,204,Malerei,22
3955,2018,foreign,f,156,Tiermedizin/Veterinärmedizin,119
3956,2019,foreign,f,234,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
3957,2022,domestic,m,016,Baltistik,0
3958,2022,domestic,m,256,Rechtspflege,147
3959,2019,domestic,f,058,"Forstwissenschaft, -wirtschaft",322
3960,2021,domestic,f,058,"Forstwissenschaft, -wirtschaft",311
3961,2022,foreign,m,076,Hütten- und Gießereiwesen,4
3962,2019,domestic,f,548,Ur- und Frühgeschichte,35
3963,2023,domestic,m,008,Anglistik/Englisch,1543
3964,2019,domestic,f,152,Allg. Sprachwissenschaft/Indogermanistik,511
3965,2021,foreign,f,008,Anglistik/Englisch,944
3966,2019,foreign,f,102,Schauspiel,9
3967,2022,domestic,m,110,Meteorologie,118
3968,2023,foreign,m,162,Caritaswissenschaft,2
3969,2019,foreign,f,092,"Kunstgeschichte, Kunstwissenschaft",183
3970,2018,domestic,f,111,Mineralogie,0
3971,2022,domestic,f,202,Fertigungs-/Produktionstechnik,29
3972,2020,domestic,m,223,Nautik/Seefahrt,104
3973,2022,domestic,f,192,Dirigieren,2
3974,2020,domestic,f,124,Ozeanografie,1
3975,2023,domestic,m,102,Schauspiel,13
3976,2019,foreign,f,008,Anglistik/Englisch,1001
3977,2023,foreign,m,068,Geschichte,281
3978,2020,foreign,f,065,Geologie/Paläontologie,10
3979,2020,foreign,m,163,Rhythmik,0
3980,2023,domestic,m,092,"Kunstgeschichte, Kunstwissenschaft",304
3981,2021,foreign,m,155,Theaterwissenschaft,13
3982,2018,foreign,f,207,Sorabistik,1
3983,2020,foreign,f,064,Naturschutz,90
3984,2020,foreign,m,164,Jazz und Popularmusik,28
3985,2022,domestic,f,098,Sportpädagogik/Sportpsychologie,417
3986,2021,domestic,m,216,Glastechnik/Keramik,2
3987,2023,foreign,f,254,Sachunterricht (einschließlich Schulgarten),5
3988,2022,domestic,f,108,Metalltechnik,8
3989,2018,foreign,f,190,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
3990,2020,domestic,m,129,Politikwissenschaft/Politologie,1600
3991,2023,domestic,f,185,Zahnmedizin,860
3992,2018,domestic,f,258,Arbeitsverwaltung,168
3993,2019,foreign,m,010,Arabisch/Arabistik,20
3994,2021,domestic,m,060,Gartenbau,150
3995,2018,foreign,f,197,Holzbau,2
3996,2018,domestic,m,464,Facility Management,195
3997,2023,foreign,f,014,Astrophysik und Astronomie,21
3998,2018,foreign,m,163,Rhythmik,0
3999,2021,domestic,f,152,Allg. Sprachwissenschaft/Indogermanistik,379
4000,2022,foreign,m,190,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
4001,2021,foreign,f,101,Restaurierungskunde,8
4002,2021,foreign,f,091,Kunsterziehung,56
4003,2018,domestic,m,224,Physikal. Technik/Mechanische Verfahrenstechnik,286
4004,2019,foreign,m,156,Tiermedizin/Veterinärmedizin,23
4005,2021,domestic,f,548,Ur- und Frühgeschichte,34
4006,2018,foreign,m,069,Grafikdesign/Kommunikationsgestaltung,265
4007,2018,domestic,f,018,Berufsbezogene Fremdsprachenausbildung,172
4008,2019,domestic,m,215,Gesundheitstechnik,710
4009,2022,domestic,m,257,Arbeits- und Berufsberatung,30
4010,2019,foreign,f,093,Landespflege/Landschaftsgestaltung,57
4011,2023,domestic,m,093,Landespflege/Landschaftsgestaltung,241
4012,2019,domestic,f,153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
4013,2021,foreign,f,007,Angewandte Kunst,99
4014,2022,domestic,m,017,Bauingenieurwesen/Ingenieurbau,4942
4015,2021,domestic,f,153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
4016,2022,domestic,m,111,Mineralogie,18
4017,2023,foreign,m,161,Diakoniewissenschaft,10
4018,2019,domestic,f,059,Französisch,553
4019,2022,foreign,f,119,Niederländisch,6
4020,2022,foreign,m,171,Vermessungswesen (Geodäsie),173
4021,2023,domestic,m,009,Anthropologie (Humanbiologie),1
4022,2019,foreign,f,103,Markscheidewesen,2
4023,2022,domestic,f,201,Werken (technisch)/Technologie,42
4024,2020,domestic,m,222,Kommunikations- und Informationstechnik,614
4025,2022,domestic,f,191,Komposition,0
4026,2018,domestic,f,110,Meteorologie,105
4027,2018,foreign,f,292,Islamische Studien/Islamische Theologie,14
4028,2023,foreign,m,067,Germanistik/Deutsch,357
4029,2021,domestic,f,059,Französisch,420
4030,2022,foreign,m,077,Wasserwirtschaft,100
4031,2018,foreign,f,302,Medienwissenschaft,199
4032,2020,domestic,f,365,Pädagogik der frühen Kindheit,563
4033,2020,foreign,f,066,Geophysik,28
4034,2020,foreign,m,162,Caritaswissenschaft,1
4035,2023,domestic,m,103,Markscheidewesen,0
4036,2019,foreign,f,009,Anthropologie (Humanbiologie),40
4037,2022,domestic,f,097,Lebensmitteltechnologie,182
4038,2019,foreign,m,155,Theaterwissenschaft,22
4039,2023,foreign,f,255,Archivwesen,2
4040,2018,foreign,f,052,Erziehungswissenschaft (Pädagogik),669
4041,2022,domestic,f,107,Medizin (Allgemein-Medizin),5490
4042,2018,domestic,f,017,Bauingenieurwesen/Ingenieurbau,2051
4043,2020,domestic,m,128,Physik,3964
4044,2020,domestic,f,125,Agrarökonomie,75
4045,2021,foreign,m,010,Arabisch/Arabistik,9
4046,2021,domestic,m,215,Gesundheitstechnik,694
4047,2020,foreign,m,069,Grafikdesign/Kommunikationsgestaltung,264
4048,2018,foreign,m,162,Caritaswissenschaft,6
4049,2023,foreign,f,015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,7
4050,2023,domestic,f,184,Wirtschaftswissenschaften,3848
4051,2018,domestic,f,257,Arbeits- und Berufsberatung,75
4052,2021,foreign,m,156,Tiermedizin/Veterinärmedizin,38
4053,2018,foreign,f,208,Soziale Arbeit,503
4054,2018,foreign,f,232,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
4055,2023,foreign,m,160,Computerlinguistik,107
