,year,subj_grp_code,subj_grp_name,gender,number
748,2021,MEDHUM-VK-01,Vorklinische Humanmedizin (einschl. Zahnmedizin),GESM,2102
749,2022,SB-AGRW-04,Ernährungs- und Haushaltswissenschaften,GESW,416
750,2018,SB-AGRW-02,"Agrarwissensch., Lebensmittel- u. Getränketechnik",GESW,1301
751,2020,KL-EINR-AUSB-01,Übrige Ausbildungseinrichtungen der Kliniken,GESW,142
752,2020,SB-RWSW-03,Politikwissenschaft,GESW,792
753,2019,HS-01,Hochschule insgesamt,GESM,348
754,2018,SB-RWSW-05,Sozialwesen,GESM,952
755,2020,SB-INGW-05,"Verkehrstechnik, Nautik",GESM,2046
756,2019,SB-INGW-07,Raumplanung,GESM,353
757,2019,SB-SKW-05,Geschichte,GESM,1889
758,2023,MEDVET-ALLG-01,Veterinärmedizin allgemein,GESW,10
759,2023,SB-SKW-18,Islamische Studien/Islamische Theologie,GESM,80
760,2018,SB-NATW-04,"Physik, Astronomie",GESM,8832
761,2022,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESM,140
762,2020,SKW-SONST-01,Sonstige Sprach- und Kulturwissenschaften,GESM,728
763,2019,EINR-HSFRMD-02,Mit der Hochschule verb. u. hochschulfr. Einricht.,GESW,119
764,2020,SB-INGW-10,Wirtschaftsingenieurw. mit ingenieurw. Schwerpunkt,GESM,407
765,2018,PHIL-KLASS-01,Altphilologie (klassische Philologie),GESW,211
766,2022,FACHGR-INGW-01,Ingenieurwissenschaften allgemein,GESM,1886
767,2021,SB-SKW-19,Medienwissenschaft,GESW,300
768,2021,SB-SKW-05,Geschichte,GESM,1818
769,2021,EINR-WISS-01,Zentrale wissenschaftliche Einrichtungen,GESW,4083
770,2020,SB-RWSW-04,Sozialwissenschaften/Soziologie,GESW,1671
771,2021,LB-RW-01,Rechtswissenschaften,GESW,2189
772,2020,SB-SKW-10,"Anglistik, Amerikanistik",GESM,707
773,2018,SB-AGRW-01,"Landespflege, Umweltgestaltung",GESW,278
774,2021,SB-NATW-09,Geographie,GESW,813
775,2018,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESW,70
776,2018,SB-SKW-06,Informations- und Bibliothekswissenschaften,GESW,79
777,2018,SB-SKW-07,Allg. und vergl. Literatur- und Sprachwissenschaft,GESW,938
778,2021,SB-SKW-04,Philosophie,GESM,1120
779,2022,AFEW-ALLG-01,"Agrar-, Forst- und Ernährungswissenschaften allg.",GESW,335
780,2021,SB-RWSW-03,Politikwissenschaft,GESW,910
781,2018,HS-01,Hochschule insgesamt,GESM,332
