,year,nationality,gender,passed,subj_code,subj_name,number
8420,2022,NATD,GESW,PRUEFBESTJ,SF147,Sozialkunde,348
8421,2020,NATD,GESW,PRUEFBESTJ,SF080,Instrumentalmusik,207
8422,2021,NATA,GESW,PRUEFBESTJ,SF028,Brauwesen/Getränketechnologie,2
8423,2022,NATA,GESM,PRUEFBESTN,SF174,Volkskunde,1
8424,2022,NATA,GESW,PRUEFBESTN,SF168,Justizvollzug,0
8425,2020,NATA,GESM,PRUEFBESTJ,SF263,Polizei/Verfassungsschutz,19
8426,2021,NATD,GESW,PRUEFBESTN,SF110,Meteorologie,1
8427,2020,NATA,GESW,PRUEFBESTJ,SF104,Maschinenbau/-wesen,460
8428,2022,NATA,GESM,PRUEFBESTJ,SF054,Film und Fernsehen,22
8429,2023,NATA,GESM,PRUEFBESTN,SF073,Judaistik/Hebräisch,0
8430,2019,NATD,GESW,PRUEFBESTN,SF300,Biomedizin,0
8431,2022,NATD,GESW,PRUEFBESTJ,SF001,Ägyptologie,26
8432,2023,NATD,GESM,PRUEFBESTN,SF215,Gesundheitstechnik,45
8433,2022,NATD,GESM,PRUEFBESTJ,SF186,Lernbereich Naturwissenschaft/Sachunterricht,122
8434,2018,NATA,GESM,PRUEFBESTJ,SF213,Versorgungstechnik,23
8435,2023,NATA,GESW,PRUEFBESTN,SF274,Tourismuswirtschaft,11
8436,2018,NATA,GESW,PRUEFBESTJ,SF380,Mechatronik,84
8437,2022,NATD,GESM,PRUEFBESTN,SF186,Lernbereich Naturwissenschaft/Sachunterricht,0
8438,2022,NATA,GESW,PRUEFBESTJ,SF059,Französisch,68
8439,2023,NATD,GESW,PRUEFBESTN,SF140,Angewandte Systemwissenschaften,1
8440,2022,NATA,GESW,PRUEFBESTN,SF261,Innere Verwaltung,0
8441,2018,NATD,GESM,PRUEFBESTN,SF054,Film und Fernsehen,0
8442,2020,NATA,GESM,PRUEFBESTJ,SF023,Bildende Kunst/Grafik,65
8443,2020,NATD,GESM,PRUEFBESTN,SF018,Berufsbezogene Fremdsprachenausbildung,1
8444,2021,NATD,GESW,PRUEFBESTN,SF256,Rechtspflege,3
8445,2019,NATA,GESM,PRUEFBESTJ,SF106,Tanzpädagogik,20
8446,2022,NATD,GESW,PRUEFBESTN,SF003,Agrarwissenschaft/Landwirtschaft,18
8447,2019,NATA,GESM,PRUEFBESTJ,SF096,Lebensmittelchemie,5
8448,2023,NATD,GESW,PRUEFBESTN,SF380,Mechatronik,10
8449,2021,NATA,GESW,PRUEFBESTN,SF124,Ozeanografie,0
8450,2021,NATA,GESM,PRUEFBESTN,SF263,Polizei/Verfassungsschutz,0
8451,2021,NATA,GESW,PRUEFBESTJ,SF122,"Orientalistik, Altorientalistik",15
8452,2019,NATD,GESW,PRUEFBESTN,SF290,Sonstige Fächer,0
8453,2019,NATA,GESW,PRUEFBESTJ,SF197,Holzbau,2
8454,2019,NATD,GESW,PRUEFBESTJ,SF219,Kunststofftechnik,42
8455,2019,NATD,GESM,PRUEFBESTJ,SF082,Holz-/Fasertechnik,138
8456,2021,NATD,GESW,PRUEFBESTN,SF016,Baltistik,0
8457,2019,NATA,GESW,PRUEFBESTJ,SF207,Sorabistik,1
8458,2019,NATA,GESW,PRUEFBESTN,SF064,Naturschutz,1
8459,2019,NATD,GESW,PRUEFBESTN,SF206,Polnisch,0
8460,2023,NATD,GESM,PRUEFBESTJ,SF320,Ernährungswissenschaft,123
8461,2019,NATD,GESW,PRUEFBESTJ,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
8462,2021,NATA,GESM,PRUEFBESTJ,SF156,Tiermedizin/Veterinärmedizin,24
8463,2021,NATD,GESM,PRUEFBESTN,SF155,Theaterwissenschaft,0
8464,2019,NATD,GESM,PRUEFBESTN,SF201,Werken (technisch)/Technologie,2
8465,2022,NATD,GESW,PRUEFBESTN,SF149,Soziologie,17
8466,2019,NATD,GESM,PRUEFBESTN,SF191,Komposition,0
8467,2021,NATA,GESM,PRUEFBESTN,SF023,Bildende Kunst/Grafik,0
8468,2021,NATD,GESW,PRUEFBESTJ,SF134,Raumplanung,508
8469,2019,NATD,GESW,PRUEFBESTN,SF050,Geografie/Erdkunde,51
8470,2021,NATA,GESM,PRUEFBESTJ,SF010,Arabisch/Arabistik,14
8471,2021,NATD,GESM,PRUEFBESTJ,SF142,Schiffbau/Schiffstechnik,105
8472,2019,NATA,GESW,PRUEFBESTJ,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
8473,2020,NATA,GESW,PRUEFBESTN,SF084,Italienisch,0
8474,2020,NATD,GESM,PRUEFBESTN,SF353,Pflanzenproduktion,2
8475,2019,NATD,GESW,PRUEFBESTN,SF208,Soziale Arbeit,33
8476,2018,NATD,GESW,PRUEFBESTJ,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,1803
8477,2018,NATD,GESW,PRUEFBESTN,SF272,Alte Geschichte,6
8478,2020,NATD,GESW,PRUEFBESTN,SF094,Wasserbau,26
8479,2021,NATA,GESM,PRUEFBESTN,SF025,Biochemie,1
8480,2018,NATA,GESM,PRUEFBESTN,SF060,Gartenbau,2
8481,2023,NATD,GESM,PRUEFBESTJ,SF071,Haushalts- und Ernährungswissenschaft,212
8482,2018,NATD,GESM,PRUEFBESTN,SF302,Medienwissenschaft,14
8483,2019,NATD,GESM,PRUEFBESTN,SF202,Fertigungs-/Produktionstechnik,50
8484,2020,NATD,GESW,PRUEFBESTN,SF104,Maschinenbau/-wesen,50
8485,2018,NATA,GESM,PRUEFBESTN,SF216,Glastechnik/Keramik,0
8486,2019,NATD,GESW,PRUEFBESTN,SF052,Erziehungswissenschaft (Pädagogik),171
8487,2019,NATD,GESM,PRUEFBESTN,SF192,Dirigieren,1
8488,2020,NATA,GESM,PRUEFBESTN,SF365,Pädagogik der frühen Kindheit,0
8489,2018,NATA,GESW,PRUEFBESTN,SF262,Bibliothekswesen,0
8490,2021,NATA,GESW,PRUEFBESTN,SF029,Sportwissenschaft,1
8491,2023,NATD,GESW,PRUEFBESTJ,SF273,Mittlere und neuere Geschichte,40
8492,2022,NATA,GESM,PRUEFBESTJ,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",0
8493,2021,NATD,GESW,PRUEFBESTN,SF017,Bauingenieurwesen/Ingenieurbau,64
8494,2018,NATD,GESM,PRUEFBESTJ,SF077,Wasserwirtschaft,165
8495,2023,NATD,GESM,PRUEFBESTJ,SF227,Weinbau und Kellerwirtschaft,115
8496,2019,NATD,GESW,PRUEFBESTN,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
8497,2019,NATD,GESM,PRUEFBESTJ,SF084,Italienisch,20
8498,2023,NATA,GESM,PRUEFBESTJ,SF119,Niederländisch,0
8499,2023,NATA,GESW,PRUEFBESTJ,SF165,Orchestermusik,171
8500,2020,NATA,GESW,PRUEFBESTJ,SF106,Tanzpädagogik,20
8501,2022,NATA,GESM,PRUEFBESTJ,SF304,Medienwirtschaft/Medienmanagement,53
8502,2018,NATA,GESW,PRUEFBESTN,SF168,Justizvollzug,0
8503,2023,NATD,GESW,PRUEFBESTJ,SF429,Stahlbau,2
8504,2023,NATD,GESW,PRUEFBESTJ,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,514
8505,2018,NATD,GESW,PRUEFBESTJ,SF273,Mittlere und neuere Geschichte,74
8506,2020,NATD,GESM,PRUEFBESTN,SF259,Auswärtige Angelegenheiten,0
8507,2022,NATD,GESM,PRUEFBESTJ,SF184,Wirtschaftswissenschaften,6733
8508,2023,NATD,GESW,PRUEFBESTN,SF048,Elektrotechnik/Elektronik,67
8509,2018,NATA,GESM,PRUEFBESTJ,SF215,Gesundheitstechnik,127
8510,2018,NATD,GESM,PRUEFBESTN,SF052,Erziehungswissenschaft (Pädagogik),83
8511,2021,NATD,GESM,PRUEFBESTJ,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),455
8512,2018,NATD,GESW,PRUEFBESTN,SF178,Wirtschafts-/Sozialgeografie,0
8513,2019,NATD,GESM,PRUEFBESTN,SF098,Sportpädagogik/Sportpsychologie,74
8514,2019,NATD,GESM,PRUEFBESTN,SF108,Metalltechnik,5
8515,2018,NATD,GESM,PRUEFBESTN,SF208,Soziale Arbeit,28
8516,2021,NATA,GESW,PRUEFBESTJ,SF361,Schulpädagogik,13
8517,2023,NATD,GESW,PRUEFBESTJ,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,1516
8518,2018,NATA,GESW,PRUEFBESTN,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),0
8519,2018,NATD,GESW,PRUEFBESTJ,SF429,Stahlbau,3
8520,2020,NATD,GESM,PRUEFBESTN,SF113,Musikerziehung,7
8521,2018,NATD,GESM,PRUEFBESTN,SF292,Islamische Studien/Islamische Theologie,4
8522,2020,NATD,GESM,PRUEFBESTJ,SF136,Religionswissenschaft,46
8523,2018,NATD,GESW,PRUEFBESTJ,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,520
8524,2022,NATA,GESW,PRUEFBESTJ,SF154,Lernbereich Gesellschaftslehre,1
8525,2018,NATD,GESM,PRUEFBESTJ,SF171,Vermessungswesen (Geodäsie),555
8526,2022,NATA,GESW,PRUEFBESTN,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),0
8527,2020,NATA,GESW,PRUEFBESTJ,SF096,Lebensmittelchemie,19
8528,2022,NATA,GESM,PRUEFBESTJ,SF294,Materialwissenschaften,107
8529,2020,NATA,GESM,PRUEFBESTN,SF125,Agrarökonomie,6
8530,2018,NATD,GESW,PRUEFBESTN,SF032,Chemie,130
8531,2021,NATA,GESW,PRUEFBESTJ,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
8532,2019,NATA,GESW,PRUEFBESTJ,SF292,Islamische Studien/Islamische Theologie,16
8533,2022,NATA,GESM,PRUEFBESTN,SF173,Ethnologie,0
8534,2022,NATA,GESW,PRUEFBESTN,SF023,Bildende Kunst/Grafik,0
8535,2023,NATA,GESW,PRUEFBESTN,SF429,Stahlbau,0
8536,2022,NATA,GESM,PRUEFBESTN,SF270,Berufs- und Wirtschaftspädagogik,1
8537,2020,NATA,GESM,PRUEFBESTJ,SF264,Sozialversicherung,11
8538,2022,NATD,GESM,PRUEFBESTN,SF280,Kartografie,2
8539,2023,NATD,GESW,PRUEFBESTN,SF287,Neue Medien,4
8540,2019,NATD,GESW,PRUEFBESTJ,SF458,Umweltschutz,188
8541,2019,NATA,GESW,PRUEFBESTJ,SF302,Medienwissenschaft,170
8542,2022,NATD,GESM,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
8543,2023,NATA,GESW,PRUEFBESTN,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,20
8544,2022,NATD,GESW,PRUEFBESTN,SF242,Innenarchitektur,4
8545,2022,NATA,GESW,PRUEFBESTN,SF262,Bibliothekswesen,0
8546,2023,NATA,GESW,PRUEFBESTN,SF273,Mittlere und neuere Geschichte,0
8547,2020,NATD,GESM,PRUEFBESTJ,SF230,Gesang,59
8548,2018,NATD,GESM,PRUEFBESTN,SF199,Lernbereich Technik,12
8549,2018,NATD,GESM,PRUEFBESTN,SF209,Tschechisch,0
8550,2020,NATA,GESM,PRUEFBESTJ,SF024,Europäische Ethnologie und Kulturwissenschaft,34
8551,2023,NATD,GESM,PRUEFBESTN,SF060,Gartenbau,21
8552,2022,NATA,GESW,PRUEFBESTN,SF169,Ethik,0
8553,2019,NATD,GESW,PRUEFBESTJ,SF312,Statistik,0
8554,2020,NATD,GESM,PRUEFBESTN,SF019,Orientierungsstudium MINT,0
8555,2020,NATD,GESW,PRUEFBESTJ,SF235,Fahrzeugtechnik,122
8556,2023,NATA,GESW,PRUEFBESTN,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,21
8557,2022,NATD,GESW,PRUEFBESTN,SF002,Afrikanistik,0
8558,2022,NATA,GESM,PRUEFBESTJ,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
8559,2023,NATD,GESM,PRUEFBESTN,SF216,Glastechnik/Keramik,0
8560,2022,NATD,GESW,PRUEFBESTJ,SF146,Slawistik (Slawische Philologie),81
8561,2022,NATD,GESM,PRUEFBESTN,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,0
8562,2023,NATD,GESW,PRUEFBESTN,SF141,Abfallwirtschaft,0
8563,2023,NATD,GESM,PRUEFBESTN,SF310,Regenerative Energien,17
8564,2021,NATA,GESW,PRUEFBESTJ,SF121,Medieninformatik,109
8565,2022,NATA,GESM,PRUEFBESTN,SF079,Informatik,106
8566,2019,NATA,GESW,PRUEFBESTJ,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
8567,2019,NATD,GESM,PRUEFBESTJ,SF083,Islamwissenschaft,68
8568,2019,NATA,GESM,PRUEFBESTJ,SF105,Mathematik,368
8569,2019,NATA,GESW,PRUEFBESTJ,SF208,Soziale Arbeit,376
8570,2023,NATA,GESM,PRUEFBESTN,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),43
8571,2019,NATA,GESM,PRUEFBESTJ,SF095,Latein,5
8572,2022,NATD,GESW,PRUEFBESTN,SF148,Sozialwissenschaften,28
8573,2021,NATA,GESW,PRUEFBESTN,SF123,Ingenieurinformatik/Technische Informatik,2
8574,2018,NATA,GESM,PRUEFBESTN,SF310,Regenerative Energien,7
8575,2019,NATD,GESW,PRUEFBESTN,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
8576,2019,NATA,GESW,PRUEFBESTN,SF219,Kunststofftechnik,0
8577,2021,NATD,GESM,PRUEFBESTJ,SF143,Augenoptik,35
8578,2019,NATA,GESW,PRUEFBESTJ,SF052,Erziehungswissenschaft (Pädagogik),580
8579,2021,NATD,GESW,PRUEFBESTN,SF111,Mineralogie,0
8580,2019,NATA,GESW,PRUEFBESTN,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
8581,2021,NATD,GESW,PRUEFBESTN,SF257,Arbeits- und Berufsberatung,0
8582,2023,NATD,GESM,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,89
8583,2019,NATD,GESW,PRUEFBESTJ,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
8584,2021,NATA,GESM,PRUEFBESTJ,SF155,Theaterwissenschaft,10
8585,2021,NATD,GESM,PRUEFBESTN,SF154,Lernbereich Gesellschaftslehre,0
8586,2023,NATA,GESM,PRUEFBESTJ,SF213,Versorgungstechnik,22
8587,2019,NATD,GESM,PRUEFBESTJ,SF333,Haushaltswissenschaft,7
8588,2021,NATA,GESM,PRUEFBESTN,SF264,Sozialversicherung,0
8589,2021,NATD,GESW,PRUEFBESTJ,SF135,Rechtswissenschaft,6822
8590,2021,NATA,GESW,PRUEFBESTN,SF269,Zoll- und Steuerverwaltung,0
8591,2018,NATA,GESM,PRUEFBESTN,SF457,Umwelttechnik (einschließlich Recycling),5
8592,2018,NATD,GESM,PRUEFBESTJ,SF076,Hütten- und Gießereiwesen,106
8593,2019,NATD,GESM,PRUEFBESTN,SF105,Mathematik,311
8594,2019,NATD,GESM,PRUEFBESTN,SF095,Latein,8
8595,2019,NATD,GESW,PRUEFBESTN,SF053,"Evangelische Theologie, - Religionslehre",26
8596,2020,NATA,GESM,PRUEFBESTN,SF124,Ozeanografie,0
8597,2023,NATD,GESW,PRUEFBESTJ,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",1594
8598,2020,NATA,GESW,PRUEFBESTN,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
8599,2021,NATA,GESM,PRUEFBESTN,SF168,Justizvollzug,0
8600,2020,NATD,GESM,PRUEFBESTN,SF110,Meteorologie,8
8601,2018,NATA,GESM,PRUEFBESTN,SF061,Meliorationswesen,0
8602,2020,NATD,GESW,PRUEFBESTN,SF191,Komposition,0
8603,2023,NATA,GESM,PRUEFBESTJ,SF060,Gartenbau,16
8604,2020,NATD,GESW,PRUEFBESTN,SF201,Werken (technisch)/Technologie,0
8605,2023,NATD,GESM,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),1896
8606,2019,NATD,GESW,PRUEFBESTN,SF199,Lernbereich Technik,4
8607,2023,NATA,GESM,PRUEFBESTJ,SF216,Glastechnik/Keramik,1
8608,2021,NATD,GESM,PRUEFBESTN,SF012,Archäologie,0
8609,2020,NATA,GESW,PRUEFBESTN,SF081,Iranistik,1
8610,2023,NATA,GESW,PRUEFBESTJ,SF164,Jazz und Popularmusik,16
8611,2019,NATD,GESW,PRUEFBESTN,SF209,Tschechisch,0
8612,2019,NATA,GESW,PRUEFBESTN,SF067,Germanistik/Deutsch,35
8613,2021,NATD,GESM,PRUEFBESTN,SF158,Turkologie,0
8614,2023,NATD,GESW,PRUEFBESTJ,SF176,Werkerziehung,21
8615,2019,NATA,GESM,PRUEFBESTN,SF119,Niederländisch,0
8616,2021,NATD,GESW,PRUEFBESTN,SF018,Berufsbezogene Fremdsprachenausbildung,2
8617,2018,NATD,GESW,PRUEFBESTN,SF035,Darstellende Kunst/Bühnenkunst/Regie,0
8618,2022,NATA,GESW,PRUEFBESTJ,SF155,Theaterwissenschaft,33
8619,2018,NATD,GESM,PRUEFBESTJ,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
8620,2018,NATD,GESM,PRUEFBESTN,SF197,Holzbau,0
8621,2018,NATD,GESM,PRUEFBESTN,SF207,Sorabistik,0
8622,2020,NATA,GESW,PRUEFBESTJ,SF009,Anthropologie (Humanbiologie),47
8623,2018,NATA,GESW,PRUEFBESTJ,SF284,Angewandte Sprachwissenschaft,102
8624,2018,NATD,GESW,PRUEFBESTJ,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",1531
8625,2022,NATA,GESM,PRUEFBESTJ,SF197,Holzbau,6
8626,2020,NATA,GESM,PRUEFBESTJ,SF025,Biochemie,110
8627,2020,NATD,GESW,PRUEFBESTN,SF097,Lebensmitteltechnologie,27
8628,2018,NATA,GESM,PRUEFBESTJ,SF216,Glastechnik/Keramik,3
8629,2022,NATD,GESM,PRUEFBESTJ,SF041,Sonstiges Orientierungsstudium,0
8630,2020,NATD,GESM,PRUEFBESTN,SF016,Baltistik,0
8631,2022,NATD,GESM,PRUEFBESTN,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),0
8632,2018,NATD,GESM,PRUEFBESTN,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
8633,2020,NATD,GESW,PRUEFBESTN,SF107,Medizin (Allgemein-Medizin),9
8634,2022,NATA,GESM,PRUEFBESTJ,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
8635,2018,NATD,GESW,PRUEFBESTJ,SF176,Werkerziehung,20
8636,2022,NATD,GESW,PRUEFBESTJ,SF385,Geoökologie,148
8637,2018,NATA,GESW,PRUEFBESTN,SF165,Orchestermusik,1
8638,2020,NATD,GESM,PRUEFBESTN,SF256,Rechtspflege,3
8639,2022,NATA,GESM,PRUEFBESTJ,SF207,Sorabistik,0
8640,2018,NATD,GESW,PRUEFBESTN,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
8641,2018,NATA,GESW,PRUEFBESTJ,SF044,Ost- und Südosteuropa-Studien,32
8642,2020,NATD,GESM,PRUEFBESTJ,SF135,Rechtswissenschaft,4838
8643,2020,NATD,GESW,PRUEFBESTJ,SF083,Islamwissenschaft,125
8644,2019,NATA,GESW,PRUEFBESTJ,SF205,Bildhauerei/Plastik,35
8645,2020,NATA,GESW,PRUEFBESTJ,SF102,Schauspiel,4
8646,2023,NATA,GESM,PRUEFBESTN,SF075,Holzwirtschaft,0
8647,2021,NATA,GESM,PRUEFBESTJ,SF154,Lernbereich Gesellschaftslehre,1
8648,2022,NATD,GESM,PRUEFBESTJ,SF188,Allgemeine Literaturwissenschaft,104
8649,2023,NATA,GESW,PRUEFBESTN,SF178,Wirtschafts-/Sozialgeografie,0
8650,2023,NATD,GESW,PRUEFBESTN,SF044,Ost- und Südosteuropa-Studien,2
8651,2021,NATD,GESW,PRUEFBESTJ,SF136,Religionswissenschaft,134
8652,2022,NATD,GESW,PRUEFBESTN,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0
8653,2022,NATA,GESW,PRUEFBESTN,SF263,Polizei/Verfassungsschutz,0
8654,2022,NATA,GESM,PRUEFBESTN,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",3
8655,2023,NATD,GESM,PRUEFBESTN,SF457,Umwelttechnik (einschließlich Recycling),23
8656,2022,NATA,GESW,PRUEFBESTN,SF024,Europäische Ethnologie und Kulturwissenschaft,1
8657,2021,NATD,GESM,PRUEFBESTJ,SF140,Angewandte Systemwissenschaften,324
8658,2021,NATD,GESM,PRUEFBESTJ,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
8659,2022,NATA,GESM,PRUEFBESTJ,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
8660,2023,NATD,GESW,PRUEFBESTN,SF284,Angewandte Sprachwissenschaft,3
8661,2023,NATA,GESW,PRUEFBESTN,SF032,Chemie,23
8662,2022,NATD,GESW,PRUEFBESTN,SF001,Ägyptologie,0
8663,2022,NATD,GESM,PRUEFBESTN,SF042,Wirtschaftsrecht,61
8664,2022,NATD,GESW,PRUEFBESTJ,SF145,Sinologie/Koreanistik,217
8665,2021,NATA,GESW,PRUEFBESTN,SF220,Milch- und Molkereiwirtschaft,0
8666,2022,NATD,GESM,PRUEFBESTJ,SF042,Wirtschaftsrecht,1549
8667,2021,NATA,GESM,PRUEFBESTN,SF261,Innere Verwaltung,0
8668,2021,NATD,GESM,PRUEFBESTJ,SF380,Mechatronik,2263
8669,2021,NATD,GESW,PRUEFBESTJ,SF230,Gesang,111
8670,2022,NATA,GESM,PRUEFBESTN,SF176,Werkerziehung,0
8671,2018,NATD,GESM,PRUEFBESTN,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
8672,2020,NATA,GESW,PRUEFBESTJ,SF092,"Kunstgeschichte, Kunstwissenschaft",111
8673,2018,NATD,GESW,PRUEFBESTJ,SF270,Berufs- und Wirtschaftspädagogik,142
8674,2023,NATD,GESM,PRUEFBESTN,SF061,Meliorationswesen,0
8675,2020,NATA,GESM,PRUEFBESTJ,SF265,Bankwesen,1
8676,2019,NATD,GESW,PRUEFBESTN,SF302,Medienwissenschaft,18
8677,2022,NATD,GESW,PRUEFBESTN,SF147,Sozialkunde,3
8678,2019,NATD,GESW,PRUEFBESTJ,SF065,Geologie/Paläontologie,26
8679,2021,NATA,GESM,PRUEFBESTN,SF021,Betriebswirtschaftslehre,69
8680,2022,NATD,GESM,PRUEFBESTN,SF188,Allgemeine Literaturwissenschaft,1
8681,2019,NATA,GESW,PRUEFBESTN,SF160,Computerlinguistik,3
8682,2023,NATA,GESW,PRUEFBESTN,SF272,Alte Geschichte,0
8683,2021,NATD,GESM,PRUEFBESTN,SF011,Arbeitslehre/Wirtschaftslehre,2
8684,2021,NATD,GESW,PRUEFBESTN,SF258,Arbeitsverwaltung,2
8685,2019,NATA,GESM,PRUEFBESTJ,SF104,Maschinenbau/-wesen,2635
8686,2019,NATA,GESM,PRUEFBESTJ,SF094,Wasserbau,41
8687,2021,NATA,GESW,PRUEFBESTN,SF126,Pharmazie,5
8688,2023,NATA,GESM,PRUEFBESTJ,SF310,Regenerative Energien,208
8689,2021,NATA,GESM,PRUEFBESTN,SF167,Europäische Wirtschaft,1
8690,2021,NATA,GESW,PRUEFBESTJ,SF124,Ozeanografie,2
8691,2019,NATD,GESW,PRUEFBESTN,SF292,Islamische Studien/Islamische Theologie,5
8692,2021,NATD,GESM,PRUEFBESTJ,SF286,Mikrosystemtechnik,186
8693,2019,NATA,GESW,PRUEFBESTJ,SF195,Gesundheitspädagogik,11
8694,2019,NATA,GESM,PRUEFBESTN,SF213,Versorgungstechnik,5
8695,2019,NATD,GESM,PRUEFBESTJ,SF080,Instrumentalmusik,277
8696,2019,NATA,GESW,PRUEFBESTN,SF316,Elektronische Energietechnik,0
8697,2019,NATA,GESW,PRUEFBESTN,SF066,Geophysik,0
8698,2018,NATA,GESW,PRUEFBESTN,SF020,Bergbau/Bergtechnik,0
8699,2021,NATD,GESM,PRUEFBESTN,SF157,Mikroelektronik,0
8700,2021,NATA,GESM,PRUEFBESTN,SF169,Ethik,0
8701,2019,NATA,GESM,PRUEFBESTN,SF118,Technomathematik,1
8702,2023,NATD,GESW,PRUEFBESTJ,SF271,Deutsch als Fremdsprache oder als Zweitsprache,513
8703,2018,NATD,GESM,PRUEFBESTN,SF290,Sonstige Fächer,0
8704,2020,NATD,GESM,PRUEFBESTN,SF111,Mineralogie,0
8705,2018,NATA,GESM,PRUEFBESTN,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
8706,2021,NATD,GESW,PRUEFBESTN,SF019,Orientierungsstudium MINT,0
8707,2018,NATD,GESM,PRUEFBESTJ,SF075,Holzwirtschaft,88
8708,2021,NATD,GESW,PRUEFBESTN,SF259,Auswärtige Angelegenheiten,0
8709,2018,NATA,GESM,PRUEFBESTN,SF458,Umweltschutz,2
8710,2019,NATD,GESW,PRUEFBESTN,SF294,Materialwissenschaften,4
8711,2023,NATA,GESM,PRUEFBESTJ,SF215,Gesundheitstechnik,321
8712,2020,NATA,GESM,PRUEFBESTN,SF123,Ingenieurinformatik/Technische Informatik,25
8713,2020,NATA,GESW,PRUEFBESTN,SF082,Holz-/Fasertechnik,0
8714,2023,NATA,GESW,PRUEFBESTJ,SF163,Rhythmik,0
8715,2023,NATD,GESW,PRUEFBESTJ,SF031,Byzantinistik,0
8716,2022,NATA,GESM,PRUEFBESTJ,SF302,Medienwissenschaft,58
8717,2020,NATD,GESW,PRUEFBESTN,SF190,Sonderpädagogik,13
8718,2023,NATA,GESW,PRUEFBESTJ,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",0
8719,2019,NATD,GESM,PRUEFBESTN,SF106,Tanzpädagogik,0
8720,2020,NATD,GESW,PRUEFBESTN,SF200,Computer- und Kommunikationstechniken,15
8721,2019,NATD,GESM,PRUEFBESTN,SF096,Lebensmittelchemie,16
8722,2023,NATD,GESM,PRUEFBESTJ,SF073,Judaistik/Hebräisch,8
8723,2018,NATD,GESM,PRUEFBESTN,SF300,Biomedizin,0
8724,2019,NATD,GESW,PRUEFBESTN,SF054,Film und Fernsehen,1
8725,2018,NATA,GESM,PRUEFBESTN,SF312,Statistik,0
8726,2018,NATA,GESW,PRUEFBESTN,SF260,Bundeswehrverwaltung,0
8727,2022,NATA,GESM,PRUEFBESTJ,SF052,Erziehungswissenschaft (Pädagogik),100
8728,2018,NATA,GESM,PRUEFBESTJ,SF457,Umwelttechnik (einschließlich Recycling),107
8729,2020,NATA,GESM,PRUEFBESTJ,SF026,Biologie,573
8730,2023,NATD,GESW,PRUEFBESTJ,SF177,Werkstofftechnik,163
8731,2020,NATD,GESM,PRUEFBESTJ,SF134,Raumplanung,400
8732,2018,NATA,GESW,PRUEFBESTJ,SF043,Neugriechisch,8
8733,2022,NATD,GESM,PRUEFBESTJ,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",40
8734,2020,NATD,GESM,PRUEFBESTN,SF017,Bauingenieurwesen/Ingenieurbau,345
8735,2018,NATD,GESW,PRUEFBESTJ,SF031,Byzantinistik,3
