,year,nationality,gender,subj_code,subj_name,number,subgroup
8012,2020,NATD,GESM,SF256,Rechtspflege,188,stud_y1
8013,2022,NATD,GESW,SF172,Verwaltungswissenschaft/-wesen,2567,stud_y1
8014,2018,NATD,GESM,SF204,Malerei,25,stud_y1
8015,2019,NATD,GESM,SF270,Berufs- und Wirtschaftspädagogik,100,stud_y1
8016,2018,NATD,GESM,SF194,Tonmeister,37,stud_y1
8017,2020,NATA,GESW,SF271,Deutsch als Fremdsprache oder als Zweitsprache,276,stud_y1
8018,2023,NATD,GESW,SF548,Ur- und Frühgeschichte,44,stud_y1
8019,2023,NATA,GESM,SF039,Geowissenschaften allgemein,174,stud_y1
8020,2019,NATD,GESM,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",625,stud_y1
8021,2021,NATA,GESW,SF121,Medieninformatik,185,stud_y1
8022,2019,NATD,GESW,SF269,Zoll- und Steuerverwaltung,1293,stud_y1
8023,2022,NATD,GESW,SF078,Indologie,11,stud_y1
8024,2022,NATD,GESM,SF084,Italienisch,34,stud_y1
8025,2022,NATA,GESW,SF101,Restaurierungskunde,13,stud_y1
8026,2019,NATA,GESM,SF269,Zoll- und Steuerverwaltung,1,stud_y1
8027,2020,NATD,GESW,SF085,Japanologie,307,stud_y1
8028,2023,NATA,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,54,stud_y1
8029,2023,NATD,GESM,SF064,Naturschutz,21,stud_y1
8030,2021,NATD,GESW,SF172,Verwaltungswissenschaft/-wesen,2791,stud_y1
8031,2022,NATA,GESW,SF091,Kunsterziehung,62,stud_y1
8032,2019,NATA,GESM,SF123,Ingenieurinformatik/Technische Informatik,612,stud_y1
8033,2021,NATA,GESW,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0,stud_y1
8034,2022,NATA,GESW,SF247,Medizinische Informatik,146,stud_y1
8035,2019,NATD,GESW,SF029,Sportwissenschaft,868,stud_y1
8036,2018,NATA,GESM,SF143,Augenoptik,1,stud_y1
8037,2023,NATD,GESW,SF152,Allg. Sprachwissenschaft/Indogermanistik,450,stud_y1
8038,2020,NATA,GESM,SF191,Komposition,21,stud_y1
8039,2020,NATA,GESM,SF201,Werken (technisch)/Technologie,0,stud_y1
8040,2019,NATA,GESW,SF310,Regenerative Energien,43,stud_y1
8041,2022,NATA,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0,stud_y1
8042,2018,NATA,GESW,SF081,Iranistik,5,stud_y1
8043,2021,NATA,GESM,SF172,Verwaltungswissenschaft/-wesen,58,stud_y1
8044,2018,NATA,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),196,stud_y1
8045,2021,NATD,GESW,SF079,Informatik,1966,stud_y1
8046,2020,NATA,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,211,stud_y1
8047,2019,NATA,GESM,SF028,Brauwesen/Getränketechnologie,16,stud_y1
8048,2019,NATD,GESW,SF124,Ozeanografie,0,stud_y1
8049,2020,NATA,GESM,SF097,Lebensmitteltechnologie,22,stud_y1
8050,2019,NATD,GESM,SF176,Werkerziehung,3,stud_y1
8051,2020,NATD,GESM,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,5,stud_y1
8052,2023,NATA,GESM,SF132,Psychologie,331,stud_y1
8053,2019,NATA,GESW,SF216,Glastechnik/Keramik,3,stud_y1
8054,2020,NATA,GESM,SF107,Medizin (Allgemein-Medizin),596,stud_y1
8055,2020,NATA,GESW,SF429,Stahlbau,0,stud_y1
8056,2021,NATA,GESW,SF265,Bankwesen,4,stud_y1
8057,2020,NATA,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,157,stud_y1
8058,2022,NATA,GESM,SF057,Luft- und Raumfahrttechnik,240,stud_y1
8059,2018,NATA,GESW,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),33,stud_y1
8060,2021,NATD,GESM,SF234,Pflegewissenschaft/-management,397,stud_y1
8061,2019,NATA,GESW,SF060,Gartenbau,10,stud_y1
8062,2018,NATD,GESW,SF143,Augenoptik,119,stud_y1
8063,2021,NATA,GESM,SF078,Indologie,1,stud_y1
8064,2020,NATD,GESM,SF255,Archivwesen,23,stud_y1
8065,2020,NATA,GESW,SF273,Mittlere und neuere Geschichte,4,stud_y1
8066,2023,NATD,GESW,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0,stud_y1
8067,2020,NATA,GESW,SF272,Alte Geschichte,2,stud_y1
8068,2023,NATA,GESM,SF038,Lateinamerika-Studien,2,stud_y1
8069,2021,NATA,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",9,stud_y1
8070,2018,NATA,GESM,SF142,Schiffbau/Schiffstechnik,21,stud_y1
8071,2023,NATA,GESW,SF320,Ernährungswissenschaft,93,stud_y1
8072,2018,NATD,GESM,SF205,Bildhauerei/Plastik,7,stud_y1
8073,2022,NATA,GESM,SF058,"Forstwissenschaft, -wirtschaft",123,stud_y1
8074,2018,NATD,GESM,SF195,Gesundheitspädagogik,133,stud_y1
8075,2020,NATD,GESW,SF180,Kaukasistik,0,stud_y1
8076,2022,NATD,GESW,SF171,Vermessungswesen (Geodäsie),168,stud_y1
8077,2023,NATA,GESW,SF070,Griechisch,8,stud_y1
8078,2023,NATD,GESW,SF057,Luft- und Raumfahrttechnik,106,stud_y1
8079,2021,NATD,GESW,SF173,Ethnologie,197,stud_y1
8080,2022,NATA,GESW,SF090,Lernbereich Geisteswissenschaften,54,stud_y1
8081,2022,NATD,GESM,SF085,Japanologie,169,stud_y1
8082,2021,NATA,GESW,SF026,Biologie,1072,stud_y1
8083,2018,NATA,GESM,SF048,Elektrotechnik/Elektronik,3350,stud_y1
8084,2019,NATA,GESM,SF268,Verkehrswesen,0,stud_y1
8085,2023,NATD,GESM,SF065,Geologie/Paläontologie,8,stud_y1
8086,2022,NATD,GESW,SF077,Wasserwirtschaft,36,stud_y1
8087,2019,NATA,GESM,SF122,"Orientalistik, Altorientalistik",9,stud_y1
8088,2022,NATA,GESW,SF006,Amerikanistik/Amerikakunde,197,stud_y1
8089,2020,NATD,GESW,SF086,"Katholische Theologie, - Religionslehre",368,stud_y1
8090,2023,NATA,GESW,SF226,Verfahrenstechnik,181,stud_y1
8091,2022,NATD,GESM,SF234,Pflegewissenschaft/-management,348,stud_y1
8092,2020,NATA,GESW,SF038,Lateinamerika-Studien,13,stud_y1
8093,2019,NATD,GESW,SF023,Bildende Kunst/Grafik,170,stud_y1
8094,2019,NATA,GESM,SF129,Politikwissenschaft/Politologie,697,stud_y1
8095,2022,NATA,GESM,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",0,stud_y1
8096,2020,NATD,GESM,SF156,Tiermedizin/Veterinärmedizin,96,stud_y1
8097,2019,NATD,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,2973,stud_y1
8098,2019,NATD,GESW,SF263,Polizei/Verfassungsschutz,2050,stud_y1
8099,2023,NATD,GESW,SF158,Turkologie,26,stud_y1
8100,2020,NATD,GESW,SF088,Optoelektronik,7,stud_y1
8101,2022,NATA,GESW,SF009,Anthropologie (Humanbiologie),43,stud_y1
8102,2022,NATA,GESM,SF294,Materialwissenschaften,166,stud_y1
8103,2023,NATD,GESW,SF012,Archäologie,800,stud_y1
8104,2020,NATA,GESM,SF096,Lebensmittelchemie,8,stud_y1
8105,2020,NATD,GESM,SF010,Arabisch/Arabistik,16,stud_y1
8106,2022,NATA,GESM,SF304,Medienwirtschaft/Medienmanagement,96,stud_y1
8107,2019,NATA,GESW,SF213,Versorgungstechnik,16,stud_y1
8108,2020,NATA,GESM,SF106,Tanzpädagogik,25,stud_y1
8109,2020,NATA,GESW,SF132,Psychologie,1103,stud_y1
8110,2019,NATD,GESM,SF273,Mittlere und neuere Geschichte,24,stud_y1
8111,2019,NATD,GESW,SF169,Ethik,47,stud_y1
8112,2021,NATA,GESM,SF271,Deutsch als Fremdsprache oder als Zweitsprache,75,stud_y1
8113,2021,NATD,GESM,SF081,Iranistik,4,stud_y1
8114,2018,NATA,GESW,SF180,Kaukasistik,1,stud_y1
8115,2019,NATD,GESM,SF429,Stahlbau,0,stud_y1
8116,2022,NATA,GESM,SF054,Film und Fernsehen,39,stud_y1
8117,2019,NATD,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,591,stud_y1
8118,2021,NATD,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,143,stud_y1
8119,2021,NATA,GESM,SF031,Byzantinistik,1,stud_y1
8120,2019,NATA,GESW,SF119,Niederländisch,5,stud_y1
8121,2021,NATA,GESW,SF262,Bibliothekswesen,0,stud_y1
8122,2021,NATD,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),553,stud_y1
8123,2021,NATA,GESW,SF021,Betriebswirtschaftslehre,3363,stud_y1
8124,2018,NATA,GESM,SF141,Abfallwirtschaft,1,stud_y1
8125,2018,NATA,GESW,SF086,"Katholische Theologie, - Religionslehre",18,stud_y1
8126,2023,NATA,GESW,SF365,Pädagogik der frühen Kindheit,70,stud_y1
8127,2021,NATA,GESM,SF177,Werkstofftechnik,187,stud_y1
8128,2020,NATD,GESW,SF181,Wirtschaftspädagogik,576,stud_y1
8129,2018,NATD,GESW,SF147,Sozialkunde,207,stud_y1
8130,2022,NATD,GESW,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0,stud_y1
8131,2023,NATA,GESW,SF125,Agrarökonomie,70,stud_y1
8132,2021,NATA,GESW,SF167,Europäische Wirtschaft,64,stud_y1
8133,2018,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,597,stud_y1
8134,2023,NATA,GESM,SF135,Rechtswissenschaft,678,stud_y1
8135,2018,NATD,GESM,SF108,Metalltechnik,69,stud_y1
8136,2019,NATD,GESM,SF272,Alte Geschichte,23,stud_y1
8137,2018,NATA,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0,stud_y1
8138,2019,NATA,GESM,SF223,Nautik/Seefahrt,42,stud_y1
8139,2023,NATD,GESM,SF316,Elektronische Energietechnik,77,stud_y1
8140,2023,NATD,GESW,SF252,Journalistik (ab 2008 zu SF303),0,stud_y1
8141,2022,NATD,GESW,SF076,Hütten- und Gießereiwesen,2,stud_y1
8142,2022,NATA,GESW,SF093,Landespflege/Landschaftsgestaltung,41,stud_y1
8143,2018,NATA,GESM,SF287,Neue Medien,47,stud_y1
8144,2022,NATA,GESW,SF103,Markscheidewesen,1,stud_y1
8145,2020,NATD,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_y1
8146,2023,NATD,GESM,SF066,Geophysik,93,stud_y1
8147,2020,NATA,GESM,SF190,Sonderpädagogik,6,stud_y1
8148,2018,NATD,GESM,SF202,Fertigungs-/Produktionstechnik,470,stud_y1
8149,2018,NATD,GESM,SF192,Dirigieren,7,stud_y1
8150,2020,NATA,GESM,SF200,Computer- und Kommunikationstechniken,173,stud_y1
8151,2022,NATA,GESM,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",61,stud_y1
8152,2020,NATD,GESM,SF155,Theaterwissenschaft,95,stud_y1
8153,2019,NATD,GESW,SF264,Sozialversicherung,497,stud_y1
8154,2020,NATD,GESW,SF089,Verkehrsingenieurwesen,93,stud_y1
8155,2022,NATA,GESW,SF008,Anglistik/Englisch,946,stud_y1
8156,2019,NATA,GESM,SF128,Physik,995,stud_y1
8157,2019,NATD,GESW,SF024,Europäische Ethnologie und Kulturwissenschaft,258,stud_y1
8158,2020,NATA,GESM,SF095,Latein,2,stud_y1
8159,2023,NATD,GESW,SF157,Mikroelektronik,0,stud_y1
8160,2022,NATA,GESM,SF305,Medientechnik,53,stud_y1
8161,2020,NATA,GESM,SF105,Mathematik,620,stud_y1
8162,2023,NATD,GESM,SF160,Computerlinguistik,63,stud_y1
8163,2020,NATA,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_y1
8164,2019,NATD,GESM,SF032,Chemie,2824,stud_y1
8165,2018,NATD,GESW,SF145,Sinologie/Koreanistik,273,stud_y1
8166,2021,NATA,GESM,SF272,Alte Geschichte,5,stud_y1
8167,2018,NATD,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0,stud_y1
8168,2018,NATD,GESM,SF109,Publizistik (ab 2008 zu SF303),0,stud_y1
8169,2018,NATA,GESW,SF181,Wirtschaftspädagogik,49,stud_y1
8170,2018,NATA,GESM,SF380,Mechatronik,1279,stud_y1
8171,2019,NATD,GESM,SF178,Wirtschafts-/Sozialgeografie,0,stud_y1
8172,2021,NATA,GESM,SF032,Chemie,493,stud_y1
8173,2021,NATD,GESM,SF080,Instrumentalmusik,121,stud_y1
8174,2021,NATA,GESW,SF263,Polizei/Verfassungsschutz,9,stud_y1
8175,2022,NATD,GESM,SF235,Fahrzeugtechnik,1086,stud_y1
8176,2022,NATA,GESM,SF055,Orientierungsstudium Gesellschaftswissenschaften,0,stud_y1
8177,2018,NATD,GESW,SF385,Geoökologie,124,stud_y1
8178,2021,NATA,GESW,SF020,Bergbau/Bergtechnik,37,stud_y1
8179,2018,NATA,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_y1
8180,2023,NATD,GESM,SF067,Germanistik/Deutsch,1384,stud_y1
8181,2021,NATA,GESM,SF178,Wirtschafts-/Sozialgeografie,0,stud_y1
8182,2018,NATD,GESM,SF203,Industriedesign/Produktgestaltung,198,stud_y1
8183,2018,NATD,GESM,SF193,Kirchenmusik,39,stud_y1
8184,2022,NATD,GESW,SF075,Holzwirtschaft,1,stud_y1
8185,2018,NATA,GESM,SF286,Mikrosystemtechnik,233,stud_y1
8186,2021,NATD,GESW,SF073,Judaistik/Hebräisch,26,stud_y1
8187,2023,NATA,GESW,SF220,Milch- und Molkereiwirtschaft,0,stud_y1
8188,2021,NATA,GESW,SF166,Sportmanagement/Sportökonomie,21,stud_y1
8189,2023,NATA,GESM,SF134,Raumplanung,115,stud_y1
8190,2019,NATD,GESM,SF271,Deutsch als Fremdsprache oder als Zweitsprache,12,stud_y1
8191,2021,NATD,GESM,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0,stud_y1
8192,2018,NATD,GESW,SF146,Slawistik (Slawische Philologie),86,stud_y1
8193,2018,NATA,GESM,SF140,Angewandte Systemwissenschaften,117,stud_y1
8194,2023,NATD,GESW,SF011,Arbeitslehre/Wirtschaftslehre,110,stud_y1
8195,2023,NATD,GESM,SF161,Diakoniewissenschaft,13,stud_y1
8196,2022,NATA,GESW,SF092,"Kunstgeschichte, Kunstwissenschaft",160,stud_y1
8197,2020,NATD,GESW,SF182,Internationale Betriebswirtschaft/Management,3378,stud_y1
8198,2023,NATA,GESW,SF126,Pharmazie,307,stud_y1
8199,2022,NATA,GESW,SF102,Schauspiel,31,stud_y1
8200,2019,NATA,GESM,SF222,Kommunikations- und Informationstechnik,404,stud_y1
8201,2020,NATA,GESW,SF039,Geowissenschaften allgemein,110,stud_y1
8202,2018,NATA,GESM,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0,stud_y1
8203,2022,NATA,GESW,SF095,Latein,7,stud_y1
8204,2022,NATD,GESM,SF080,Instrumentalmusik,104,stud_y1
8205,2022,NATA,GESW,SF105,Mathematik,450,stud_y1
8206,2022,NATA,GESM,SF052,Erziehungswissenschaft (Pädagogik),129,stud_y1
8207,2022,NATA,GESM,SF292,Islamische Studien/Islamische Theologie,12,stud_y1
8208,2019,NATD,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,30,stud_y1
8209,2020,NATA,GESM,SF094,Wasserbau,42,stud_y1
8210,2020,NATD,GESM,SF012,Archäologie,403,stud_y1
8211,2022,NATA,GESM,SF302,Medienwissenschaft,87,stud_y1
8212,2019,NATA,GESW,SF211,Energieverfahrenstechnik,58,stud_y1
8213,2020,NATA,GESM,SF104,Maschinenbau/-wesen,2835,stud_y1
8214,2020,NATA,GESW,SF036,Sonstige Regionalwissenschaften,28,stud_y1
8215,2019,NATA,GESM,SF127,Philosophie,342,stud_y1
8216,2019,NATD,GESW,SF025,Biochemie,756,stud_y1
8217,2023,NATD,GESW,SF156,Tiermedizin/Veterinärmedizin,766,stud_y1
8218,2020,NATD,GESM,SF252,Journalistik (ab 2008 zu SF303),0,stud_y1
8219,2020,NATA,GESW,SF276,Wirtschaftsmathematik,90,stud_y1
8220,2021,NATD,GESM,SF333,Haushaltswissenschaft,5,stud_y1
8221,2022,NATA,GESM,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0,stud_y1
8222,2023,NATA,GESM,SF231,Druck- und Reproduktionstechnik,26,stud_y1
8223,2018,NATD,GESW,SF242,Innenarchitektur,438,stud_y1
8224,2019,NATA,GESW,SF117,Ausländerpädagogik,11,stud_y1
8225,2022,NATA,GESM,SF208,Soziale Arbeit,179,stud_y1
8226,2020,NATA,GESW,SF130,Westslawisch (allgemein und a.n.g.),4,stud_y1
8227,2019,NATD,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,4,stud_y1
8228,2018,NATA,GESW,SF084,Italienisch,92,stud_y1
8229,2020,NATD,GESM,SF158,Turkologie,6,stud_y1
8230,2021,NATA,GESM,SF175,Volkswirtschaftslehre,584,stud_y1
8231,2019,NATD,GESW,SF265,Bankwesen,53,stud_y1
8232,2022,NATA,GESW,SF019-07,Friesisch (2007 aufgelöst),0,stud_y1
8233,2022,NATD,GESW,SF074,Transport-/Fördertechnik,1,stud_y1
8234,2018,NATD,GESW,SF149,Soziologie,1688,stud_y1
8235,2023,NATA,GESW,SF221,Bioinformatik,87,stud_y1
8236,2023,NATD,GESM,SF068,Geschichte,1808,stud_y1
8237,2018,NATD,GESM,SF096,Lebensmittelchemie,127,stud_y1
8238,2023,NATA,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",43,stud_y1
8239,2018,NATD,GESM,SF106,Tanzpädagogik,2,stud_y1
8240,2021,NATA,GESW,SF260,Bundeswehrverwaltung,0,stud_y1
8241,2018,NATD,GESW,SF003,Agrarwissenschaft/Landwirtschaft,979,stud_y1
8242,2021,NATA,GESW,SF023,Bildende Kunst/Grafik,182,stud_y1
8243,2021,NATD,GESM,SF084,Italienisch,35,stud_y1
8244,2020,NATD,GESW,SF183,Wirtschafts-/Sozialgeschichte,4,stud_y1
8245,2023,NATA,GESW,SF127,Philosophie,281,stud_y1
8246,2021,NATA,GESW,SF169,Ethik,11,stud_y1
8247,2018,NATD,GESM,SF200,Computer- und Kommunikationstechniken,365,stud_y1
8248,2023,NATD,GESW,SF010,Arabisch/Arabistik,37,stud_y1
8249,2023,NATD,GESM,SF162,Caritaswissenschaft,0,stud_y1
8250,2018,NATD,GESM,SF190,Sonderpädagogik,289,stud_y1
8251,2021,NATD,GESW,SF074,Transport-/Fördertechnik,1,stud_y1
8252,2019,NATA,GESM,SF221,Bioinformatik,80,stud_y1
8253,2019,NATD,GESW,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",99,stud_y1
8254,2020,NATA,GESM,SF093,Landespflege/Landschaftsgestaltung,19,stud_y1
8255,2020,NATD,GESM,SF011,Arbeitslehre/Wirtschaftslehre,121,stud_y1
8256,2019,NATA,GESW,SF212,Feinwerktechnik,2,stud_y1
8257,2022,NATA,GESM,SF303,Kommunikationswissenschaft/Publizistik,75,stud_y1
8258,2020,NATA,GESM,SF103,Markscheidewesen,3,stud_y1
8259,2022,NATD,GESM,SF081,Iranistik,5,stud_y1
8260,2020,NATA,GESW,SF037,Archiv- und Dokumentationswissenschaft,10,stud_y1
8261,2022,NATA,GESM,SF053,"Evangelische Theologie, - Religionslehre",47,stud_y1
8262,2021,NATA,GESM,SF270,Berufs- und Wirtschaftspädagogik,14,stud_y1
8263,2019,NATA,GESM,SF126,Pharmazie,131,stud_y1
8264,2020,NATA,GESW,SF277,Wirtschaftsinformatik,514,stud_y1
8265,2019,NATD,GESW,SF026,Biologie,5058,stud_y1
8266,2018,NATD,GESW,SF001,Ägyptologie,89,stud_y1
8267,2023,NATA,GESM,SF230,Gesang,67,stud_y1
8268,2022,NATA,GESM,SF199,Lernbereich Technik,2,stud_y1
8269,2019,NATA,GESW,SF118,Technomathematik,19,stud_y1
8270,2021,NATD,GESM,SF082,Holz-/Fasertechnik,118,stud_y1
8271,2022,NATA,GESM,SF209,Tschechisch,0,stud_y1
8272,2021,NATA,GESM,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",302,stud_y1
8273,2020,NATA,GESM,SF009,Anthropologie (Humanbiologie),13,stud_y1
8274,2022,NATD,GESM,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0,stud_y1
8275,2020,NATA,GESW,SF131,Portugiesisch,5,stud_y1
8276,2019,NATD,GESM,SF274,Tourismuswirtschaft,330,stud_y1
8277,2018,NATA,GESW,SF085,Japanologie,78,stud_y1
8278,2019,NATD,GESM,SF034,Dänisch,1,stud_y1
8279,2020,NATD,GESM,SF157,Mikroelektronik,0,stud_y1
8280,2021,NATA,GESM,SF176,Werkerziehung,0,stud_y1
8281,2018,NATD,GESW,SF241,Kerntechnik/Kernverfahrenstechn.(ab 2020 zu SF211),0,stud_y1
8282,2019,NATD,GESW,SF266,Finanzverwaltung,419,stud_y1
8283,2020,NATA,GESW,SF371,Tierproduktion,3,stud_y1
8284,2023,NATA,GESM,SF136,Religionswissenschaft,18,stud_y1
8285,2020,NATA,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,633,stud_y1
8286,2021,NATA,GESW,SF261,Innere Verwaltung,12,stud_y1
8287,2018,NATD,GESW,SF148,Sozialwissenschaften,1547,stud_y1
8288,2021,NATA,GESW,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),13,stud_y1
8289,2018,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,5,stud_y1
8290,2023,NATD,GESM,SF069,Grafikdesign/Kommunikationsgestaltung,781,stud_y1
8291,2018,NATD,GESM,SF097,Lebensmitteltechnologie,259,stud_y1
8292,2018,NATD,GESM,SF107,Medizin (Allgemein-Medizin),2492,stud_y1
8293,2018,NATD,GESW,SF002,Afrikanistik,81,stud_y1
8294,2022,NATD,GESW,SF073,Judaistik/Hebräisch,10,stud_y1
8295,2018,NATA,GESM,SF284,Angewandte Sprachwissenschaft,66,stud_y1
8296,2021,NATD,GESM,SF083,Islamwissenschaft,14,stud_y1
8297,2021,NATA,GESW,SF168,Justizvollzug,0,stud_y1
8298,2023,NATA,GESW,SF222,Kommunikations- und Informationstechnik,236,stud_y1
8299,2023,NATD,GESW,SF155,Theaterwissenschaft,273,stud_y1
8300,2023,NATD,GESM,SF163,Rhythmik,0,stud_y1
8301,2018,NATD,GESM,SF201,Werken (technisch)/Technologie,19,stud_y1
8302,2018,NATD,GESM,SF191,Komposition,7,stud_y1
8303,2020,NATD,GESW,SF184,Wirtschaftswissenschaften,4738,stud_y1
8304,2022,NATA,GESW,SF094,Wasserbau,19,stud_y1
8305,2021,NATD,GESW,SF075,Holzwirtschaft,1,stud_y1
8306,2022,NATA,GESW,SF104,Maschinenbau/-wesen,596,stud_y1
8307,2023,NATA,GESW,SF128,Physik,556,stud_y1
8308,2019,NATA,GESM,SF220,Milch- und Molkereiwirtschaft,0,stud_y1
8309,2020,NATA,GESW,SF136,Religionswissenschaft,23,stud_y1
8310,2019,NATD,GESM,SF277,Wirtschaftsinformatik,6553,stud_y1
8311,2021,NATA,GESM,SF227,Weinbau und Kellerwirtschaft,44,stud_y1
8312,2018,NATA,GESW,SF136,Religionswissenschaft,27,stud_y1
8313,2019,NATA,GESM,SF227,Weinbau und Kellerwirtschaft,41,stud_y1
8314,2018,NATD,GESM,SF058,"Forstwissenschaft, -wirtschaft",583,stud_y1
8315,2019,NATA,GESM,SF071,Haushalts- und Ernährungswissenschaft,40,stud_y1
8316,2020,NATD,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,646,stud_y1
8317,2022,NATD,GESW,SF037,Archiv- und Dokumentationswissenschaft,44,stud_y1
8318,2021,NATD,GESM,SF277,Wirtschaftsinformatik,6205,stud_y1
8319,2018,NATD,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,760,stud_y1
8320,2023,NATD,GESW,SF256,Rechtspflege,797,stud_y1
8321,2020,NATD,GESM,SF058,"Forstwissenschaft, -wirtschaft",521,stud_y1
8322,2021,NATA,GESM,SF071,Haushalts- und Ernährungswissenschaft,46,stud_y1
8323,2020,NATA,GESM,SF008,Anglistik/Englisch,285,stud_y1
8324,2018,NATD,GESM,SF548,Ur- und Frühgeschichte,27,stud_y1
8325,2023,NATA,GESW,SF076,Hütten- und Gießereiwesen,4,stud_y1
8326,2023,NATD,GESW,SF110,Meteorologie,95,stud_y1
8327,2018,NATA,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",72,stud_y1
8328,2019,NATD,GESM,SF037,Archiv- und Dokumentationswissenschaft,18,stud_y1
8329,2021,NATD,GESM,SF131,Portugiesisch,3,stud_y1
8330,2022,NATD,GESW,SF277,Wirtschaftsinformatik,1365,stud_y1
8331,2018,NATA,GESM,SF102,Schauspiel,5,stud_y1
8332,2018,NATD,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",61,stud_y1
8333,2020,NATA,GESW,SF230,Gesang,71,stud_y1
8334,2019,NATD,GESM,SF371,Tierproduktion,0,stud_y1
8335,2018,NATD,GESM,SF152,Allg. Sprachwissenschaft/Indogermanistik,164,stud_y1
8336,2021,NATA,GESW,SF163,Rhythmik,1,stud_y1
8337,2021,NATD,GESW,SF223,Nautik/Seefahrt,25,stud_y1
8338,2023,NATD,GESW,SF016,Baltistik,0,stud_y1
8339,2019,NATD,GESM,SF131,Portugiesisch,3,stud_y1
8340,2021,NATD,GESM,SF037,Archiv- und Dokumentationswissenschaft,21,stud_y1
8341,2018,NATA,GESM,SF008,Anglistik/Englisch,368,stud_y1
8342,2022,NATA,GESW,SF142,Schiffbau/Schiffstechnik,3,stud_y1
8343,2022,NATA,GESM,SF255,Archivwesen,0,stud_y1
8344,2022,NATA,GESW,SF143,Augenoptik,13,stud_y1
8345,2022,NATD,GESM,SF184,Wirtschaftswissenschaften,4590,stud_y1
8346,2022,NATA,GESM,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,2,stud_y1
8347,2021,NATA,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,669,stud_y1
8348,2019,NATD,GESW,SF223,Nautik/Seefahrt,25,stud_y1
8349,2023,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,64,stud_y1
8350,2019,NATA,GESW,SF164,Jazz und Popularmusik,11,stud_y1
8351,2019,NATD,GESM,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,5672,stud_y1
8352,2020,NATD,GESM,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0,stud_y1
8353,2021,NATA,GESM,SF320,Ernährungswissenschaft,32,stud_y1
8354,2018,NATD,GESW,SF280,Kartografie,31,stud_y1
8355,2022,NATD,GESW,SF130,Westslawisch (allgemein und a.n.g.),3,stud_y1
8356,2022,NATA,GESW,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),323,stud_y1
8357,2021,NATD,GESM,SF371,Tierproduktion,1,stud_y1
8358,2019,NATA,GESM,SF321,Erwachsenenbildung und außerschulische Jugendbild.,2,stud_y1
8359,2020,NATD,GESW,SF185,Zahnmedizin,875,stud_y1
