,year,nationality,gender,subj_code,subj_name,number,subgroup
360,2023,NATD,GESM,SF220,Milch- und Molkereiwirtschaft,29,stud_all
361,2020,NATD,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0,stud_all
362,2021,NATD,GESM,SF142,Schiffbau/Schiffstechnik,588,stud_all
363,2019,NATD,GESM,SF333,Haushaltswissenschaft,40,stud_all
364,2021,NATA,GESM,SF233,Nichtärztliche Heilberufe/Therapien,210,stud_all
365,2022,NATD,GESM,SF177,Werkstofftechnik,2191,stud_all
366,2018,NATA,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,1,stud_all
367,2022,NATA,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),1157,stud_all
368,2021,NATA,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,270,stud_all
369,2020,NATD,GESM,SF109,Publizistik (ab 2008 zu SF303),0,stud_all
370,2018,NATA,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,306,stud_all
371,2019,NATD,GESM,SF083,Islamwissenschaft,401,stud_all
372,2018,NATD,GESW,SF089,Verkehrsingenieurwesen,1087,stud_all
373,2023,NATD,GESM,SF127,Philosophie,8409,stud_all
374,2021,NATD,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0,stud_all
375,2021,NATA,GESW,SF071,Haushalts- und Ernährungswissenschaft,431,stud_all
376,2021,NATD,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_all
377,2018,NATA,GESW,SF037,Archiv- und Dokumentationswissenschaft,40,stud_all
378,2022,NATD,GESW,SF025,Biochemie,4304,stud_all
379,2022,NATD,GESW,SF265,Bankwesen,302,stud_all
380,2022,NATD,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,19377,stud_all
381,2023,NATA,GESM,SF185,Zahnmedizin,959,stud_all
382,2023,NATA,GESW,SF271,Deutsch als Fremdsprache oder als Zweitsprache,1153,stud_all
383,2018,NATD,GESM,SF048,Elektrotechnik/Elektronik,42779,stud_all
384,2018,NATA,GESM,SF080,Instrumentalmusik,2030,stud_all
385,2021,NATD,GESM,SF287,Neue Medien,1096,stud_all
386,2019,NATA,GESM,SF174,Volkskunde,25,stud_all
387,2023,NATD,GESM,SF221,Bioinformatik,1153,stud_all
388,2021,NATD,GESW,SF039,Geowissenschaften allgemein,3590,stud_all
389,2023,NATA,GESW,SF031,Byzantinistik,10,stud_all
390,2023,NATD,GESW,SF213,Versorgungstechnik,398,stud_all
391,2020,NATD,GESW,SF003,Agrarwissenschaft/Landwirtschaft,6966,stud_all
392,2023,NATA,GESW,SF177,Werkstofftechnik,626,stud_all
393,2020,NATA,GESM,SF284,Angewandte Sprachwissenschaft,209,stud_all
394,2018,NATD,GESM,SF142,Schiffbau/Schiffstechnik,711,stud_all
395,2022,NATD,GESM,SF272,Alte Geschichte,127,stud_all
396,2020,NATD,GESW,SF149,Soziologie,11423,stud_all
397,2019,NATA,GESW,SF261,Innere Verwaltung,74,stud_all
398,2019,NATA,GESW,SF021,Betriebswirtschaftslehre,15305,stud_all
399,2022,NATD,GESM,SF032,Chemie,19871,stud_all
400,2022,NATA,GESW,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0,stud_all
401,2019,NATD,GESW,SF074,Transport-/Fördertechnik,46,stud_all
402,2020,NATA,GESW,SF085,Japanologie,280,stud_all
403,2022,NATA,GESM,SF245,Sozialpädagogik,62,stud_all
404,2018,NATA,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,3555,stud_all
405,2020,NATD,GESM,SF192,Dirigieren,103,stud_all
406,2019,NATA,GESM,SF175,Volkswirtschaftslehre,2340,stud_all
407,2020,NATD,GESM,SF202,Fertigungs-/Produktionstechnik,4115,stud_all
408,2021,NATA,GESM,SF234,Pflegewissenschaft/-management,181,stud_all
409,2022,NATD,GESM,SF178,Wirtschafts-/Sozialgeografie,232,stud_all
410,2018,NATD,GESM,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),2853,stud_all
411,2019,NATD,GESM,SF082,Holz-/Fasertechnik,716,stud_all
412,2018,NATD,GESW,SF183,Wirtschafts-/Sozialgeschichte,113,stud_all
413,2018,NATA,GESW,SF276,Wirtschaftsmathematik,821,stud_all
414,2019,NATA,GESW,SF167,Europäische Wirtschaft,205,stud_all
415,2018,NATA,GESW,SF130,Westslawisch (allgemein und a.n.g.),10,stud_all
416,2021,NATD,GESM,SF141,Abfallwirtschaft,55,stud_all
417,2021,NATA,GESW,SF226,Verfahrenstechnik,966,stud_all
418,2018,NATA,GESW,SF036,Sonstige Regionalwissenschaften,103,stud_all
419,2022,NATA,GESM,SF005,Klassische Philologie,29,stud_all
420,2020,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,6264,stud_all
421,2020,NATD,GESM,SF108,Metalltechnik,636,stud_all
422,2023,NATA,GESM,SF042,Wirtschaftsrecht,655,stud_all
423,2022,NATD,GESM,SF136,Religionswissenschaft,473,stud_all
424,2023,NATD,GESM,SF128,Physik,25823,stud_all
425,2022,NATA,GESW,SF084,Italienisch,282,stud_all
426,2021,NATA,GESW,SF128,Physik,2648,stud_all
427,2019,NATA,GESW,SF128,Physik,2427,stud_all
428,2021,NATA,GESW,SF222,Kommunikations- und Informationstechnik,728,stud_all
429,2021,NATD,GESW,SF032,Chemie,14119,stud_all
430,2023,NATA,GESM,SF282,Biotechnologie,1358,stud_all
431,2022,NATA,GESM,SF050,Geografie/Erdkunde,576,stud_all
432,2019,NATD,GESW,SF272,Alte Geschichte,105,stud_all
433,2022,NATA,GESM,SF196,Studienkolleg,0,stud_all
434,2021,NATD,GESW,SF178,Wirtschafts-/Sozialgeografie,235,stud_all
435,2022,NATA,GESM,SF206,Polnisch,5,stud_all
436,2018,NATD,GESW,SF231,Druck- und Reproduktionstechnik,737,stud_all
437,2023,NATD,GESM,SF222,Kommunikations- und Informationstechnik,3900,stud_all
438,2023,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,145,stud_all
439,2018,NATA,GESW,SF171,Vermessungswesen (Geodäsie),425,stud_all
440,2019,NATD,GESW,SF032,Chemie,15285,stud_all
441,2020,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),16,stud_all
442,2019,NATD,GESW,SF178,Wirtschafts-/Sozialgeografie,258,stud_all
443,2023,NATA,GESW,SF134,Raumplanung,889,stud_all
444,2020,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,60,stud_all
445,2019,NATA,GESM,SF276,Wirtschaftsmathematik,611,stud_all
446,2018,NATA,GESM,SF043,Neugriechisch,19,stud_all
447,2023,NATD,GESW,SF065,Geologie/Paläontologie,138,stud_all
448,2021,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",2483,stud_all
449,2018,NATD,GESW,SF138,Agrarbiologie,259,stud_all
450,2020,NATA,GESW,SF184,Wirtschaftswissenschaften,6318,stud_all
451,2021,NATA,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,2,stud_all
452,2019,NATD,GESM,SF085,Japanologie,1399,stud_all
453,2020,NATD,GESW,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),13021,stud_all
454,2018,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),19,stud_all
455,2019,NATA,GESM,SF130,Westslawisch (allgemein und a.n.g.),6,stud_all
456,2022,NATD,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),3942,stud_all
457,2020,NATD,GESM,SF093,Landespflege/Landschaftsgestaltung,2046,stud_all
458,2020,NATD,GESM,SF103,Markscheidewesen,19,stud_all
459,2018,NATA,GESW,SF077,Wasserwirtschaft,196,stud_all
460,2021,NATA,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,122,stud_all
461,2019,NATD,GESW,SF271,Deutsch als Fremdsprache oder als Zweitsprache,2486,stud_all
462,2019,NATA,GESM,SF036,Sonstige Regionalwissenschaften,38,stud_all
463,2019,NATA,GESW,SF222,Kommunikations- und Informationstechnik,637,stud_all
464,2018,NATA,GESM,SF189,Niederdeutsch,0,stud_all
465,2020,NATD,GESM,SF009,Anthropologie (Humanbiologie),109,stud_all
466,2022,NATA,GESM,SF290,Sonstige Fächer,774,stud_all
467,2018,NATD,GESM,SF094,Wasserbau,681,stud_all
468,2021,NATD,GESW,SF272,Alte Geschichte,97,stud_all
469,2022,NATA,GESM,SF300,Biomedizin,308,stud_all
470,2018,NATD,GESM,SF104,Maschinenbau/-wesen,77940,stud_all
471,2022,NATA,GESW,SF083,Islamwissenschaft,136,stud_all
472,2021,NATA,GESW,SF127,Philosophie,1176,stud_all
473,2023,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,251,stud_all
474,2019,NATA,GESW,SF223,Nautik/Seefahrt,28,stud_all
475,2021,NATA,GESW,SF223,Nautik/Seefahrt,37,stud_all
476,2021,NATD,GESW,SF429,Stahlbau,8,stud_all
477,2019,NATD,GESW,SF429,Stahlbau,8,stud_all
478,2023,NATD,GESM,SF129,Politikwissenschaft/Politologie,14545,stud_all
479,2022,NATA,GESM,SF197,Holzbau,19,stud_all
480,2021,NATD,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,6770,stud_all
481,2022,NATA,GESM,SF207,Sorabistik,2,stud_all
482,2019,NATD,GESW,SF273,Mittlere und neuere Geschichte,379,stud_all
483,2023,NATA,GESM,SF041,Sonstiges Orientierungsstudium,15,stud_all
484,2022,NATD,GESM,SF231,Druck- und Reproduktionstechnik,567,stud_all
485,2021,NATD,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,2318,stud_all
486,2022,NATA,GESM,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0,stud_all
487,2018,NATA,GESM,SF282,Biotechnologie,756,stud_all
488,2019,NATA,GESW,SF129,Politikwissenschaft/Politologie,2880,stud_all
489,2020,NATD,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",2082,stud_all
490,2022,NATD,GESW,SF071,Haushalts- und Ernährungswissenschaft,5115,stud_all
491,2020,NATD,GESM,SF102,Schauspiel,231,stud_all
492,2021,NATA,GESM,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,8971,stud_all
493,2020,NATA,GESM,SF282,Biotechnologie,867,stud_all
494,2020,NATA,GESM,SF042,Wirtschaftsrecht,668,stud_all
495,2021,NATA,GESM,SF130,Westslawisch (allgemein und a.n.g.),5,stud_all
496,2023,NATA,GESM,SF019-07,Friesisch (2007 aufgelöst),0,stud_all
497,2020,NATD,GESW,SF245,Sozialpädagogik,8598,stud_all
498,2019,NATD,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,7454,stud_all
499,2018,NATD,GESW,SF230,Gesang,461,stud_all
500,2023,NATD,GESM,SF223,Nautik/Seefahrt,617,stud_all
501,2020,NATA,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,78,stud_all
502,2019,NATD,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,2461,stud_all
503,2022,NATD,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",483,stud_all
504,2022,NATD,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,1838,stud_all
505,2020,NATA,GESW,SF185,Zahnmedizin,1249,stud_all
506,2021,NATA,GESM,SF276,Wirtschaftsmathematik,565,stud_all
507,2018,NATD,GESM,SF095,Latein,1110,stud_all
508,2020,NATD,GESW,SF005,Klassische Philologie,194,stud_all
509,2018,NATD,GESM,SF105,Mathematik,28111,stud_all
510,2020,NATA,GESM,SF043,Neugriechisch,18,stud_all
511,2018,NATA,GESW,SF172,Verwaltungswissenschaft/-wesen,279,stud_all
512,2019,NATA,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,2,stud_all
513,2023,NATD,GESW,SF064,Naturschutz,674,stud_all
514,2021,NATD,GESM,SF085,Japanologie,1370,stud_all
515,2018,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,133,stud_all
516,2018,NATD,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",2094,stud_all
517,2020,NATD,GESM,SF008,Anglistik/Englisch,12664,stud_all
518,2018,NATA,GESW,SF078,Indologie,23,stud_all
519,2021,NATA,GESM,SF036,Sonstige Regionalwissenschaften,33,stud_all
520,2020,NATA,GESM,SF189,Niederdeutsch,0,stud_all
521,2023,NATA,GESW,SF135,Rechtswissenschaft,6019,stud_all
522,2022,NATD,GESW,SF227,Weinbau und Kellerwirtschaft,355,stud_all
523,2018,NATA,GESM,SF042,Wirtschaftsrecht,657,stud_all
524,2022,NATD,GESM,SF230,Gesang,251,stud_all
525,2023,NATA,GESM,SF280,Kartografie,48,stud_all
526,2022,NATA,GESW,SF333,Haushaltswissenschaft,1,stud_all
527,2019,NATD,GESM,SF084,Italienisch,216,stud_all
528,2021,NATD,GESW,SF273,Mittlere und neuere Geschichte,314,stud_all
529,2019,NATA,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,157,stud_all
530,2021,NATA,GESW,SF126,Pharmazie,1830,stud_all
531,2019,NATA,GESW,SF126,Pharmazie,1594,stud_all
532,2019,NATD,GESW,SF034,Dänisch,36,stud_all
533,2021,NATD,GESW,SF034,Dänisch,69,stud_all
534,2023,NATA,GESM,SF284,Angewandte Sprachwissenschaft,231,stud_all
535,2022,NATA,GESM,SF194,Tonmeister,80,stud_all
536,2021,NATD,GESW,SF274,Tourismuswirtschaft,6873,stud_all
537,2019,NATD,GESW,SF274,Tourismuswirtschaft,7475,stud_all
538,2022,NATA,GESM,SF204,Malerei,77,stud_all
539,2022,NATD,GESM,SF232,Gesundheitswissenschaften/-management,9445,stud_all
540,2023,NATD,GESM,SF464,Facility Management,1992,stud_all
541,2022,NATA,GESW,SF086,"Katholische Theologie, - Religionslehre",151,stud_all
542,2022,NATD,GESW,SF070,Griechisch,138,stud_all
543,2021,NATA,GESW,SF220,Milch- und Molkereiwirtschaft,21,stud_all
544,2023,NATD,GESW,SF312,Statistik,970,stud_all
545,2023,NATA,GESW,SF230,Gesang,404,stud_all
546,2023,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,37,stud_all
547,2022,NATD,GESW,SF320,Ernährungswissenschaft,5154,stud_all
548,2022,NATD,GESM,SF138,Agrarbiologie,328,stud_all
549,2020,NATA,GESW,SF089,Verkehrsingenieurwesen,280,stud_all
550,2021,NATA,GESM,SF273,Mittlere und neuere Geschichte,36,stud_all
551,2020,NATA,GESM,SF041,Sonstiges Orientierungsstudium,0,stud_all
552,2021,NATA,GESM,SF429,Stahlbau,6,stud_all
553,2020,NATD,GESW,SF090,Lernbereich Geisteswissenschaften,6750,stud_all
554,2023,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,1458,stud_all
555,2019,NATA,GESM,SF034,Dänisch,1,stud_all
556,2023,NATD,GESW,SF219,Kunststofftechnik,106,stud_all
557,2020,NATD,GESM,SF095,Latein,863,stud_all
558,2018,NATA,GESW,SF075,Holzwirtschaft,15,stud_all
559,2020,NATD,GESM,SF105,Mathematik,26853,stud_all
560,2018,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,260,stud_all
561,2021,NATA,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,1023,stud_all
562,2020,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,136,stud_all
563,2018,NATD,GESM,SF008,Anglistik/Englisch,12157,stud_all
564,2023,NATA,GESW,SF136,Religionswissenschaft,176,stud_all
565,2022,NATD,GESW,SF226,Verfahrenstechnik,2673,stud_all
566,2019,NATA,GESM,SF274,Tourismuswirtschaft,425,stud_all
567,2023,NATD,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0,stud_all
568,2018,NATA,GESM,SF041,Sonstiges Orientierungsstudium,0,stud_all
569,2018,NATD,GESW,SF234,Pflegewissenschaft/-management,8552,stud_all
570,2021,NATD,GESM,SF182,Internationale Betriebswirtschaft/Management,16182,stud_all
571,2020,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,6850,stud_all
572,2021,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,3042,stud_all
573,2019,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_all
574,2020,NATD,GESW,SF006,Amerikanistik/Amerikakunde,1564,stud_all
575,2018,NATD,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",2127,stud_all
576,2018,NATD,GESM,SF102,Schauspiel,236,stud_all
577,2021,NATD,GESM,SF088,Optoelektronik,333,stud_all
578,2019,NATA,GESW,SF220,Milch- und Molkereiwirtschaft,15,stud_all
579,2022,NATA,GESW,SF180,Kaukasistik,4,stud_all
580,2019,NATD,GESM,SF181,Wirtschaftspädagogik,2563,stud_all
581,2022,NATA,GESM,SF195,Gesundheitspädagogik,52,stud_all
582,2021,NATD,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,9,stud_all
583,2022,NATA,GESM,SF205,Bildhauerei/Plastik,74,stud_all
584,2023,NATD,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,420,stud_all
585,2019,NATD,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,8,stud_all
586,2022,NATD,GESM,SF233,Nichtärztliche Heilberufe/Therapien,2732,stud_all
587,2023,NATA,GESM,SF043,Neugriechisch,9,stud_all
588,2021,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,890,stud_all
589,2019,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,833,stud_all
590,2022,NATA,GESW,SF085,Japanologie,274,stud_all
591,2021,NATA,GESW,SF129,Politikwissenschaft/Politologie,2770,stud_all
592,2019,NATA,GESW,SF127,Philosophie,1244,stud_all
593,2021,NATA,GESW,SF221,Bioinformatik,415,stud_all
594,2023,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),22,stud_all
595,2020,NATA,GESM,SF280,Kartografie,82,stud_all
596,2020,NATA,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",113,stud_all
597,2019,NATA,GESM,SF272,Alte Geschichte,8,stud_all
598,2021,NATD,GESM,SF180,Kaukasistik,2,stud_all
599,2023,NATD,GESW,SF061,Meliorationswesen,0,stud_all
600,2018,NATD,GESW,SF232,Gesundheitswissenschaften/-management,27271,stud_all
601,2022,NATD,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,1521,stud_all
602,2022,NATD,GESM,SF139,Russisch,153,stud_all
603,2018,NATA,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",75,stud_all
604,2023,NATD,GESW,SF457,Umwelttechnik (einschließlich Recycling),2273,stud_all
605,2021,NATA,GESM,SF274,Tourismuswirtschaft,463,stud_all
606,2020,NATD,GESW,SF101,Restaurierungskunde,603,stud_all
607,2020,NATD,GESW,SF091,Kunsterziehung,4577,stud_all
608,2018,NATA,GESM,SF280,Kartografie,72,stud_all
609,2023,NATA,GESM,SF189,Niederdeutsch,0,stud_all
610,2018,NATA,GESW,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0,stud_all
611,2020,NATA,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,17,stud_all
612,2020,NATD,GESW,SF247,Medizinische Informatik,1147,stud_all
613,2019,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",3025,stud_all
614,2021,NATA,GESM,SF034,Dänisch,0,stud_all
615,2020,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,229,stud_all
616,2019,NATA,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,1013,stud_all
617,2023,NATA,GESW,SF231,Druck- und Reproduktionstechnik,104,stud_all
618,2020,NATA,GESW,SF183,Wirtschafts-/Sozialgeschichte,45,stud_all
619,2020,NATD,GESW,SF007,Angewandte Kunst,2539,stud_all
620,2023,NATD,GESW,SF458,Umweltschutz,975,stud_all
621,2018,NATD,GESM,SF009,Anthropologie (Humanbiologie),167,stud_all
622,2019,NATA,GESM,SF429,Stahlbau,8,stud_all
623,2019,NATA,GESM,SF273,Mittlere und neuere Geschichte,45,stud_all
624,2020,NATD,GESM,SF094,Wasserbau,648,stud_all
625,2021,NATD,GESM,SF181,Wirtschaftspädagogik,2479,stud_all
626,2018,NATA,GESW,SF076,Hütten- und Gießereiwesen,127,stud_all
627,2023,NATD,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0,stud_all
628,2020,NATD,GESM,SF104,Maschinenbau/-wesen,69710,stud_all
629,2018,NATA,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,18,stud_all
630,2018,NATD,GESW,SF233,Nichtärztliche Heilberufe/Therapien,8309,stud_all
631,2019,NATD,GESM,SF180,Kaukasistik,1,stud_all
632,2023,NATA,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",493,stud_all
633,2018,NATD,GESM,SF093,Landespflege/Landschaftsgestaltung,2071,stud_all
634,2018,NATD,GESM,SF103,Markscheidewesen,17,stud_all
635,2019,NATA,GESW,SF221,Bioinformatik,306,stud_all
636,2019,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,3003,stud_all
637,2021,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_all
638,2018,NATD,GESW,SF139,Russisch,526,stud_all
639,2022,NATA,GESM,SF108,Metalltechnik,6,stud_all
640,2023,NATA,GESM,SF140,Angewandte Systemwissenschaften,1054,stud_all
641,2022,NATA,GESM,SF098,Sportpädagogik/Sportpsychologie,179,stud_all
642,2023,NATD,GESM,SF070,Griechisch,156,stud_all
643,2022,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,8064,stud_all
644,2023,NATD,GESM,SF226,Verfahrenstechnik,3910,stud_all
645,2023,NATA,GESM,SF380,Mechatronik,5755,stud_all
646,2023,NATA,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,3929,stud_all
647,2019,NATD,GESW,SF174,Volkskunde,825,stud_all
648,2022,NATD,GESW,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,472,stud_all
649,2020,NATA,GESW,SF189,Niederdeutsch,0,stud_all
650,2023,NATA,GESW,SF130,Westslawisch (allgemein und a.n.g.),3,stud_all
651,2023,NATA,GESM,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0,stud_all
652,2020,NATD,GESM,SF245,Sozialpädagogik,1951,stud_all
653,2022,NATA,GESW,SF088,Optoelektronik,34,stud_all
654,2023,NATD,GESM,SF320,Ernährungswissenschaft,1048,stud_all
655,2022,NATD,GESW,SF464,Facility Management,1384,stud_all
656,2023,NATA,GESW,SF276,Wirtschaftsmathematik,739,stud_all
657,2023,NATA,GESM,SF286,Mikrosystemtechnik,1014,stud_all
658,2020,NATA,GESW,SF043,Neugriechisch,49,stud_all
659,2020,NATA,GESM,SF185,Zahnmedizin,1062,stud_all
660,2022,NATD,GESM,SF038,Lateinamerika-Studien,96,stud_all
661,2023,NATA,GESW,SF036,Sonstige Regionalwissenschaften,135,stud_all
662,2023,NATD,GESW,SF163,Rhythmik,8,stud_all
663,2021,NATD,GESM,SF184,Wirtschaftswissenschaften,43134,stud_all
664,2020,NATA,GESW,SF282,Biotechnologie,1233,stud_all
665,2020,NATD,GESW,SF102,Schauspiel,269,stud_all
666,2020,NATD,GESW,SF092,"Kunstgeschichte, Kunstwissenschaft",7891,stud_all
667,2019,NATD,GESM,SF183,Wirtschafts-/Sozialgeschichte,125,stud_all
668,2018,NATD,GESW,SF080,Instrumentalmusik,1170,stud_all
669,2018,NATA,GESW,SF175,Volkswirtschaftslehre,2532,stud_all
670,2018,NATA,GESM,SF185,Zahnmedizin,1051,stud_all
671,2020,NATD,GESM,SF005,Klassische Philologie,172,stud_all
672,2021,NATA,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_all
673,2019,NATD,GESW,SF173,Ethnologie,2728,stud_all
674,2023,NATD,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,15538,stud_all
675,2021,NATA,GESW,SF123,Ingenieurinformatik/Technische Informatik,1043,stud_all
676,2022,NATD,GESM,SF131,Portugiesisch,26,stud_all
677,2020,NATD,GESW,SF008,Anglistik/Englisch,30718,stud_all
678,2019,NATA,GESW,SF124,Ozeanografie,4,stud_all
679,2019,NATA,GESM,SF134,Raumplanung,490,stud_all
680,2022,NATA,GESM,SF192,Dirigieren,97,stud_all
681,2021,NATD,GESW,SF174,Volkskunde,738,stud_all
682,2021,NATA,GESM,SF039,Geowissenschaften allgemein,1034,stud_all
683,2022,NATD,GESM,SF371,Tierproduktion,73,stud_all
684,2018,NATD,GESM,SF006,Amerikanistik/Amerikakunde,785,stud_all
685,2022,NATA,GESM,SF202,Fertigungs-/Produktionstechnik,1314,stud_all
686,2021,NATA,GESW,SF029,Sportwissenschaft,551,stud_all
687,2022,NATD,GESM,SF039,Geowissenschaften allgemein,4580,stud_all
688,2022,NATA,GESW,SF181,Wirtschaftspädagogik,227,stud_all
689,2019,NATA,GESW,SF125,Agrarökonomie,260,stud_all
690,2022,NATA,GESM,SF109,Publizistik (ab 2008 zu SF303),0,stud_all
691,2022,NATA,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0,stud_all
692,2023,NATD,GESM,SF071,Haushalts- und Ernährungswissenschaft,1114,stud_all
693,2019,NATD,GESW,SF175,Volkswirtschaftslehre,5520,stud_all
694,2023,NATD,GESM,SF227,Weinbau und Kellerwirtschaft,539,stud_all
695,2019,NATA,GESM,SF039,Geowissenschaften allgemein,999,stud_all
696,2022,NATD,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0,stud_all
697,2018,NATD,GESM,SF090,Lernbereich Geisteswissenschaften,899,stud_all
698,2021,NATA,GESW,SF365,Pädagogik der frühen Kindheit,257,stud_all
699,2022,NATA,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0,stud_all
700,2023,NATA,GESW,SF371,Tierproduktion,15,stud_all
701,2019,NATD,GESM,SF089,Verkehrsingenieurwesen,3357,stud_all
702,2020,NATA,GESW,SF044,Ost- und Südosteuropa-Studien,119,stud_all
703,2020,NATA,GESM,SF184,Wirtschaftswissenschaften,5371,stud_all
704,2020,NATD,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),5214,stud_all
705,2018,NATA,GESM,SF184,Wirtschaftswissenschaften,5169,stud_all
706,2023,NATD,GESM,SF321,Erwachsenenbildung und außerschulische Jugendbild.,523,stud_all
707,2020,NATA,GESW,SF284,Angewandte Sprachwissenschaft,749,stud_all
708,2022,NATD,GESW,SF223,Nautik/Seefahrt,165,stud_all
